,name,name2,stars,review_count,bookmarks,district_en,price,cuisine,emoji_positive,emoji_neutral,emoji_negative
rest265,麥當勞,McDonald's,3.0,76.0,192.0,Mei Foo,50.0,美國菜,23,23,15
rest266,一粥麵,Super Super Congee & Noodle,3.5,27.0,204.0,Cheung Sha Wan,50.0,港式,8,3,4
rest267,泰濃麵 (樂道),Siam Noodles (樂道),4.0,353.0,9900.0,Tsim Sha Tsui,51.0,泰國菜,292,28,6
rest268,麵飽王快餐餅店,Bread King,3.5,4.0,21.0,Lai Chi Kok,50.0,港式,2,2,0
rest269,宴會廳,Ballroom,,,80.0,Tung Chung,101.0,多國菜,0,1,0
rest270,遙,Haruka Japanese Restaurant,4.0,88.0,3412.0,Jordan,201.0,日本菜,68,10,5
rest271,Bubble Tree,,4.5,79.0,2205.0,Kwun Tong,51.0,多國菜,73,2,1
rest272,New Chettinad,,,,39.0,Tsim Sha Tsui,50.0,印度菜,1,0,0
rest273,美珍香,Bee Cheng Hiang,2.0,3.0,83.0,Mong Kok,101.0,新加坡菜,1,0,1
rest274,Scaredy Cat Ice Cream and Coffee Shop,,3.5,45.0,1341.0,Yuen long,50.0,港式,18,20,1
rest275,泰友緣,taste thai,,,32.0,Kwun Tong,51.0,泰國菜,1,0,0
rest276,魚尚,Uo-Show,,,35.0,Ma On Shan,50.0,日本菜,0,0,0
rest277,滝壽司,Raki Japanese Fine Dining,4.0,42.0,6084.0,Causeway Bay,401.0,日本菜,31,8,1
rest278,華洋書莊,Books & Co. (Coffee Book),3.0,21.0,3051.0,Mid-Levels,51.0,西式,7,2,5
rest279,聖安娜餅屋,Saint Honore Cake Shop,3.0,16.0,29.0,Kwun Tong,50.0,港式,6,7,3
rest280,金坊泰國美食,Golden Thai,3.5,371.0,6953.0,Tsuen Wan,101.0,泰國菜,184,91,42
rest281,鴻福堂,Hung Fook Tong,,,15.0,Sheung Shui,50.0,粵菜,0,0,0
rest282,Party Queen,,,,5.0,Tsuen Wan,101.0,多國菜,0,0,0
rest283,常會面長今雞煲,,3.5,26.0,2042.0,Shau Kei Wan,101.0,京川滬,15,6,2
rest284,浮生,Cafe Wander,,,47.0,Quarry Bay,51.0,日本菜,0,0,0
rest285,水木日本料理,Mizuki Japanese Restaurant,4.0,6.0,92.0,Wan Chai,201.0,日本菜,4,1,0
rest286,Cafe Pho 1975,,3.0,66.0,392.0,Yau Tong,51.0,越南菜,16,11,16
rest287,豬大王,,4.0,52.0,1471.0,Tuen Mun,50.0,港式,30,9,0
rest288,御名園,Royal Ming Garden Restaurant,,,1.0,Ap Lei Chau,51.0,港式,0,0,0
rest289,香港仔魚市場二合海鮮餐廳,Aberdeen Fish Market Yee Hope Seafood Restaurant,3.5,19.0,1653.0,Aberdeen,101.0,粵菜,12,2,5
rest290,鏞華餐廳,Younker Restaurant,3.0,14.0,17.0,Causeway Bay,50.0,港式,4,7,3
rest291,味苑,Mei Garden,4.0,163.0,6013.0,Wan Chai,101.0,粵菜,131,11,5
rest292,甜心飽餅店,Honey Bakery,3.0,3.0,30.0,Yau Ma Tei,50.0,港式,2,1,0
rest293,大家樂,Café de Coral,3.5,42.0,54.0,Diamond Hill,50.0,港式,12,9,5
rest294,奇華餅家,Kee Wah Bakery,,,8.0,Shum Shui Po,50.0,港式,0,0,0
rest295,小地方 (生記),The Corner,3.5,11.0,197.0,Mid-Levels,50.0,港式,7,1,1
rest296,旦王米線站,,3.5,3.0,74.0,Shek Kip Mei,50.0,港式,2,0,0
rest297,百樂餅家,Pak Lok Bakery,,,4.0,Kwun Tong,50.0,港式,0,0,0
rest298,仁人餅店,Yan Yan Bakery,,,12.0,Tseung Kwan O,50.0,港式,0,0,0
rest299,Felice Cafe & Pasta,,4.5,235.0,4678.0,Causeway Bay,51.0,西式,216,8,3
rest300,豐石板燒專門店,Fungsteak,4.5,100.0,869.0,Mong Kok,51.0,日本菜,100,0,0
rest301,順子外賣速遞專門店,Straight Food Express,3.5,11.0,28.0,Kwai Chung,50.0,港式,5,0,1
rest302,帝樂 - 德國餐廳 (美麗華廣場),Prost by King Ludwig (美麗華廣場),4.0,202.0,10715.0,Tsim Sha Tsui,201.0,德國菜,135,27,8
rest303,德國佬餐廳,German Road restaurant,4.0,81.0,3311.0,Yuen long,101.0,德國菜,52,13,6
rest304,牛涮鍋,Mou Mou Club,3.5,65.0,2360.0,Tsuen Wan,201.0,日本菜,32,9,7
rest305,雅仕餐廳,Cafe Essex,3.0,29.0,30.0,Tin Hau,51.0,西式,14,6,9
rest306,All Night Long,,3.5,18.0,1192.0,Tsim Sha Tsui,101.0,西式,10,3,1
rest307,和聲滬軒,The Harmony,4.0,22.0,773.0,Shatin,51.0,滬菜,14,4,1
rest308,發發快餐,Fat Fat Fast Food,3.5,86.0,1338.0,Tuen Mun,50.0,港式,59,13,7
rest309,大快活,Fairwood,3.5,14.0,33.0,Tuen Mun,50.0,港式,5,8,0
rest310,包點超人,Bao Dim Superman,,,6.0,Tseung Kwan O,50.0,港式,0,0,0
rest311,Ebb & Flow 大堂酒廊,,4.0,46.0,1721.0,Causeway Bay,51.0,多國菜,34,3,1
rest312,Bun Cha Vietnamese,,3.5,22.0,946.0,Sai Wan,51.0,越南菜,12,5,2
rest313,鮨金和食料理,Sushi Kin,4.5,100.0,5526.0,Causeway Bay,801.0,日本菜,90,3,2
rest314,福滿BBQ專門店,Full Moon,,,8.0,Tai Po,51.0,港式,0,0,0
rest315,來多客,Laiduoke,3.0,44.0,192.0,Wong Tai Sin,50.0,港式,17,17,5
rest316,亞月家,Azukiya,,,20.0,Tsim Sha Tsui,50.0,日本菜,3,1,0
rest317,美好粥品飯店,,,,10.0,Fan Ling,50.0,港式,1,1,0
rest318,鮨川,Sushi Kawa,4.5,75.0,5200.0,Causeway Bay,801.0,日本菜,64,4,1
rest319,金雅餅店,Kam Nga Cake Shop,3.5,8.0,19.0,Lam Tin,50.0,港式,4,2,1
rest320,麥當勞,McDonald's,3.5,53.0,91.0,Yau Tong,50.0,美國菜,12,9,4
rest321,時思糖果,See's Candies,,,104.0,Central,51.0,美國菜,2,0,0
rest322,山崎麵飽,Yamazaki Bakery,,,29.0,Taikoo ,50.0,日本菜,0,0,0
rest323,上海老家,,4.0,149.0,2449.0,Tai Kok Tsui,51.0,滬菜,127,10,5
rest324,超記飲食中心,,3.5,8.0,34.0,Tsuen Wan,50.0,港式,3,1,1
rest325,元気寿司,Genki Sushi,3.5,17.0,430.0,Shatin,101.0,日本菜,6,3,2
rest326,吉野家,Yoshinoya,3.0,7.0,233.0,Wong Tai Sin,50.0,日本菜,2,3,0
rest327,名島麵包西餅店,Famous Island Bakery,3.5,8.0,50.0,Tsuen Wan,50.0,港式,2,1,0
rest328,八鄉觀音古廟,Pat Heung Temple,,,40.0,Yuen long,51.0,粵菜,0,1,0
rest329,星巴克咖啡,Starbucks Coffee,2.5,4.0,100.0,Sai Wan,50.0,美國菜,0,0,3
rest330,微笑咖啡室,Smile Cafe,,,34.0,Tung Chung,51.0,港式,0,0,0
rest331,聚樂居餐廳,,3.0,27.0,81.0,Tsuen Wan,50.0,新加坡菜,5,11,5
rest332,大快活,Fairwood,3.0,15.0,31.0,Tsing Yi,50.0,港式,4,5,2
rest333,七代目鐵板燒,Aniki Teppanyaki,5.0,3.0,70.0,Cheung Sha Wan,101.0,日本菜,3,0,0
rest334,鯉魚門紹香園合桃果子專門店,Walnut Shop,,,8.0,Tin Shui Wai,50.0,港式,0,0,0
rest335,爵樂印度餐廳,Gaylord Indian Restaurant,4.5,20.0,2196.0,Tsim Sha Tsui,101.0,印度菜,14,2,0
rest336,il Bel Paese,,2.5,3.0,112.0,Happy Valley,51.0,意大利菜,1,1,0
rest337,海街丼 (東港城),Umimachidon (東港城),4.5,76.0,1112.0,Tseung Kwan O,101.0,日本菜,64,4,4
rest338,壹蠔,Oyster One,3.5,14.0,388.0,Kwun Tong,101.0,多國菜,7,4,2
rest339,文記車仔麵餐廳,,2.5,5.0,119.0,To Kwa Wan,50.0,港式,1,2,1
rest340,好味館,YUMMY ASIA,,,75.0,Central,51.0,泰國菜,0,0,0
rest341,米珈琲,Bei Coffee,4.0,50.0,2009.0,Sai Kung,51.0,日本菜,29,2,5
rest342,葵康車仔麵,,,,34.0,Kwai Chung,50.0,港式,0,1,0
rest343,爭鮮迴轉壽司,Sushi Express,4.0,4.0,39.0,Yau Tong,51.0,日本菜,2,2,0
rest344,雍雅食堂,,,,369.0,Kwun Tong,51.0,粵菜,2,0,0
rest345,星巴克咖啡,Starbucks Coffee,3.5,9.0,135.0,Taikoo ,50.0,美國菜,7,2,0
rest346,百芳池上便當 (Mikiki),Bai Fung Bento (Mikiki),4.5,53.0,994.0,San Po Kong,51.0,台灣菜,46,4,1
rest347,Accro Coffee,,4.0,106.0,8291.0,Yuen long,50.0,西式,66,13,0
rest348,Fun Fun 多滋味,Fun Fun Delicious,,,42.0,Fan Ling,50.0,港式,1,0,0
rest349,大快活,Fairwood,3.5,29.0,276.0,Central,50.0,港式,11,8,3
rest350,唐記包點,Tong Kee Bao Dim,4.0,9.0,23.0,Kwun Tong,50.0,港式,7,0,1
rest351,籠太子點心專門店,Prince Dragon Dim Sum,4.0,112.0,3209.0,Causeway Bay,50.0,粵菜,93,6,3
rest352,元朗學記粥麵,Noodle Expert,3.5,10.0,295.0,Yuen long,50.0,粵菜,2,2,1
rest353,東街咖啡,Cafe 34T,4.0,26.0,2506.0,Sheung Wan,51.0,西式,13,6,2
rest354,AC2 Canteen,,4.0,7.0,30.0,Kowloon Tong,50.0,多國菜,3,2,1
rest355,原野日本料理,Yuno,4.0,28.0,941.0,Shek Kip Mei,51.0,日本菜,21,5,2
rest356,丸亀製麵 (荃灣廣場),Marugame Seimen (荃灣廣場),4.0,7.0,670.0,Tsuen Wan,51.0,日本菜,2,1,0
rest357,洋洋小龍蝦餐廳,,3.5,43.0,752.0,San Po Kong,50.0,港式,24,10,1
rest358,壽司安,,4.5,4.0,108.0,Cheung Sha Wan,50.0,日本菜,2,0,0
rest359,La Famille,,4.0,28.0,714.0,Central,50.0,日本菜,16,4,1
rest360,小麵站,,4.0,16.0,767.0,Prince Edward,50.0,川菜,10,1,0
rest361,生利租艇,Sang Lee Boat Rental,4.0,7.0,82.0,Tai Po,50.0,港式,5,0,0
rest362,薩莉亞意式餐廳 (慈雲山中心),Saizeriya Italian Restaurant (慈雲山中心),3.5,98.0,848.0,Tsz Wan Shan,51.0,意大利菜,50,21,14
rest363,鮨寿刺身壽司專門店,,,,5.0,Tin Hau,51.0,日本菜,0,0,0
rest364,Patisserie Tony Wong Dessert Cafe,,4.0,69.0,2196.0,Kwai Fong,51.0,法國菜,37,13,0
rest365,意樂餐廳 (長發廣場),Cafe de Itamomo (長發廣場),3.0,78.0,742.0,Tsing Yi,51.0,港式,25,25,11
rest366,Brotzeit German Bier Bar & Restaurant,,3.5,47.0,3316.0,Yuen long,201.0,德國菜,23,12,6
rest367,仙桃源,Fairy Farm,3.0,15.0,208.0,Fan Ling,50.0,台灣菜,7,3,2
rest368,裕珍樓,Autumn Moon,3.0,14.0,159.0,Shatin,101.0,粵菜,2,5,3
rest369,聖安娜餅屋,Saint Honore Cake Shop,,,6.0,Tsing Yi,50.0,港式,0,0,0
rest370,樂香園咖啡室,Lok Heung Yuen Coffee Shop,3.0,113.0,153.0,Central,50.0,西式,68,18,16
rest371,OCEAN THREE,,5.0,6.0,39.0,Tsuen Wan,201.0,西式,5,0,0
rest372,四葉空間,Yotsuba Cafe,3.5,43.0,2219.0,Tai Hang,51.0,西式,21,5,9
rest373,品越越式料理 (康怡廣場),La'taste Vietnamese Cuisine (康怡廣場),3.5,107.0,3802.0,Taikoo ,51.0,越南菜,35,38,6
rest374,湯加,Soup Plus,3.0,14.0,123.0,To Kwa Wan,50.0,港式,5,4,2
rest375,尚興潮州飯店,Shung Hing Chiu Chow Restaurant,3.5,66.0,3753.0,Sheung Wan,101.0,潮州菜,38,8,9
rest376,OK便利店 Hot & In 美食吧,Circle K Hot & In Steam Station,,,5.0,Sheung Shui,50.0,港式,0,0,0
rest377,NeNe Chicken (朗豪坊),,3.5,531.0,12754.0,Mong Kok,101.0,韓國菜,292,109,60
rest378,茶木‧台式休閒餐廳,TeaWood Taiwanese Cafe & Restaurant,3.5,79.0,1311.0,Shatin,51.0,台灣菜,30,16,9
rest379,得記粉麵飯小炒,,3.5,7.0,141.0,Wan Chai,50.0,港式,3,2,0
rest380,鹵奧嘉高級食品,J&A Fine Foods,,,16.0,Non Storefront,51.0,俄國菜,0,0,0
rest381,盞記,First Edible Nest,,,5.0,Yuen long,101.0,粵菜,0,0,0
rest382,四川涼拌,,4.5,5.0,362.0,Tin Shui Wai,50.0,川菜,3,0,0
rest383,常聚,Always Gathering,3.5,21.0,291.0,Sai Wan,50.0,港式,10,5,2
rest384,肯德基家鄉雞 (KFC),Kentucky Fried Chicken,3.5,6.0,48.0,Aberdeen,50.0,美國菜,2,3,0
rest385,康富好好快餐店,,,,10.0,Kwun Tong,50.0,港式,0,0,0
rest386,美林燒味餐廳,,,,8.0,Kwai Chung,50.0,港式,1,1,0
rest387,來來重慶雞煲火鍋菜館,,3.0,53.0,1287.0,Tai Wai,101.0,粵菜,18,18,10
rest388,搖錢樹,Blossom Tree Development Ltd,,,12.0,Non Storefront,51.0,日本菜,0,0,0
rest389,意大利餐廳,"Resto Restaurant, Pizza, Pasta, Ribs & Grill",3.5,23.0,565.0,Tung Chung,101.0,意大利菜,12,2,2
rest390,美味佳外賣專門店,,3.5,4.0,527.0,Hung Hom,50.0,港式,3,1,0
rest391,顯樂國際投資有限公司,Trenton Global Investment Limited,,,9.0,Non Storefront,50.0,多國菜,0,0,0
rest392,譚仔雲南米線,Tamjai Yunnan Mixian,3.5,61.0,512.0,Kwai Fong,50.0,滇菜,26,20,3
rest393,Cigar Woodland,,,,15.0,Kwun Tong,101.0,西式,0,0,0
rest394,海壽司手打烏冬專門店,,3.0,76.0,781.0,Tseung Kwan O,51.0,日本菜,20,16,15
rest395,Ben哥米線,,4.5,42.0,292.0,Kwun Tong,50.0,滇菜,35,3,1
rest396,美心西餅,Maxim's Cake Shop,3.5,17.0,40.0,Fan Ling,50.0,港式,10,3,2
rest397,古之味,Goo Chi Mei,3.5,4.0,15.0,Hung Hom,50.0,台灣菜,0,3,0
rest398,樂生園,,3.5,6.0,55.0,Tsuen Wan,50.0,粵菜,2,3,0
rest399,小安南越南河粉,Petit Annam Pho,3.5,17.0,254.0,Tai Po,51.0,越南菜,8,2,1
rest400,新鹿鳴居,New Deers Restaurant,3.0,20.0,550.0,Tai Po,51.0,潮州菜,11,2,2
rest401,祥發巴蜀小炒,Cheung-Fat Sichuan-style Restaurant,4.5,7.0,232.0,Happy Valley,51.0,川菜,3,0,0
rest402,ラーメン松壱家,Matsuichiya,3.5,63.0,1410.0,Causeway Bay,51.0,日本菜,41,20,1
rest403,川滬客棧,Shanghai & Szechuen Cuisine,2.5,4.0,45.0,Yau Tong,50.0,川菜,0,2,1
rest404,嘗粵,Taste Yue,,,52.0,Causeway Bay,50.0,粵菜,1,2,0
rest405,翡翠食堂,Jade Canteen,3.0,4.0,35.0,Tsuen Wan,50.0,港式,0,3,0
rest406,海南廚房,,,,50.0,To Kwa Wan,51.0,粵菜,0,0,0
rest407,The Coffee Moment,,3.5,25.0,1629.0,Sai Wan,50.0,西式,8,7,2
rest408,新大光燈,New Big Light,3.5,43.0,715.0,Tsuen Wan,50.0,粵菜,18,5,3
rest409,長洲東源小食店,TUNG YUEN SNACK,3.5,31.0,694.0,Cheung Chau,50.0,港式,22,2,1
rest410,1453 奧圖曼地中海美食(清真),1453 Ottoman Mediterranean Cuisine,3.5,48.0,1532.0,Mong Kok,101.0,地中海菜,21,16,8
rest411,美心西餅,Maxim's Cake Shop,3.5,47.0,79.0,Kowloon Bay,50.0,港式,19,12,4
rest412,名都,Metropol,2.5,8.0,308.0,Ma On Shan,201.0,粵菜,2,0,2
rest413,Nomad Burger,,4.0,51.0,5501.0,Hung Hom,50.0,西式,34,5,2
rest414,元気寿司,Genki Sushi,3.5,27.0,226.0,Tin Shui Wai,101.0,日本菜,10,10,0
rest415,金泰子泰國餐廳,Golden Prince Thai Restaurant,4.0,57.0,557.0,Prince Edward,50.0,泰國菜,45,6,2
rest416,神器自拍館,Pro Selfie,,,75.0,Kwun Tong,101.0,港式,0,0,0
rest417,Eric's Kitchen,,3.5,5.0,39.0,Shek O,51.0,西式,2,3,0
rest418,Cafe Mania,,3.5,11.0,554.0,Fo Tan,51.0,多國菜,5,4,2
rest419,新江記,Sun Kong Kee,3.5,11.0,179.0,Tai Po,101.0,客家菜,4,1,3
rest420,潮流湯飯,,4.0,11.0,146.0,Shum Shui Po,50.0,港式,6,1,0
rest421,莆田,PUTIEN,4.0,419.0,9815.0,Causeway Bay,101.0,閩菜,342,24,12
rest422,湄公河畔法式越南餐廳,Mekong Riverside Cuisine,3.5,21.0,883.0,Happy Valley,51.0,越南菜,13,3,4
rest423,祥仔 (K11購物藝術館),Ricky’s Kitchen (K11購物藝術館),4.0,192.0,3594.0,Tsim Sha Tsui,51.0,多國菜,139,19,9
rest424,Greyhound Café (海港城),,3.5,309.0,10386.0,Tsim Sha Tsui,50.0,泰國菜,155,92,28
rest425,南小館,The Dining Room,3.0,63.0,958.0,Tsing Yi,101.0,滬菜,14,17,13
rest426,SAKImoto bakery 嵜本 高級Shokupan專門店,,4.0,26.0,3777.0,Tsim Sha Tsui,50.0,日本菜,20,6,0
rest427,紅煮意,Red Idea Cafe,4.5,215.0,6528.0,Yau Ma Tei,51.0,西式,185,12,2
rest428,飽餅皇,Bakery King,,,34.0,North Point,50.0,港式,0,1,0
rest429,Harvest Moon,,,,21.0,Yuen long,50.0,日本菜,0,0,0
rest430,快樂蜂,Jollibee,3.5,139.0,2102.0,Central,50.0,多國菜,79,34,8
rest431,左茶右串,,,,23.0,Yuen long,50.0,港式,0,0,0
rest432,興發小廚,,3.5,4.0,174.0,Tai Kok Tsui,51.0,粵菜,3,0,0
rest433,廣發餐廳,,3.5,8.0,92.0,Mong Kok,51.0,港式,1,2,0
rest434,太平洋咖啡,Pacific Coffee,,,40.0,Tsim Sha Tsui,50.0,美國菜,1,1,0
rest435,倫敦一哥燒臘茶餐廳,London BBQ Café,2.5,12.0,86.0,Yuen long,50.0,港式,4,1,2
rest436,文記,Man Kee,3.0,22.0,244.0,Tsim Sha Tsui,50.0,港式,9,6,2
rest437,肥仔海南雞專門店,,4.0,46.0,1462.0,Yuen long,50.0,泰國菜,27,6,2
rest438,九龍維景酒店餅店,Cake Shop,3.0,22.0,179.0,Mong Kok,50.0,西式,8,8,5
rest439,大快活,Fairwood,3.5,4.0,41.0,Ma On Shan,50.0,港式,2,1,0
rest440,樂吧,Lu Bar,,,21.0,Prince Edward,101.0,多國菜,0,0,0
rest441,金怡中廚,,3.0,5.0,38.0,To Kwa Wan,50.0,粵菜,1,2,2
rest442,HeySoNuts,,4.0,340.0,16045.0,To Kwa Wan,101.0,西式,240,50,11
rest443,廣東燒味餐廳,Guangdong Roast Restaurant,3.0,7.0,12.0,Tsuen Wan,50.0,粵菜,2,3,1
rest444,百份百餐廳 (翠屏北邨),Cafe 100% (翠屏北邨),3.0,42.0,721.0,Kwun Tong,50.0,港式,6,12,6
rest445,川粵樓,Chuan Yue Lou,5.0,7.0,317.0,Central,201.0,粵菜,4,0,0
rest446,Pret A Manger,,3.5,4.0,120.0,Wan Chai,51.0,英國菜,2,1,0
rest447,大家樂,Café de Coral,3.0,33.0,54.0,Taikoo ,50.0,港式,14,12,4
rest448,生記粥店,,3.5,19.0,350.0,San Po Kong,50.0,港式,9,5,1
rest449,海天堂,Hoi Tin Tong,,,16.0,Causeway Bay,50.0,港式,0,0,0
rest450,Springtime,,4.0,59.0,3808.0,Chai Wan,51.0,西式,41,11,1
rest451,紫竹林素食,Zhi Chuk Lam Vegetarian,4.5,24.0,990.0,Kwun Tong,101.0,粵菜,16,1,0
rest452,烤魚工房,How Fish Gong Fang,4.0,242.0,5752.0,Yuen long,101.0,川菜,200,14,9
rest453,堅信號上海生煎皇 (福榮街),Ging Sun Ho King of Bun (福榮街),4.0,46.0,585.0,Shum Shui Po,51.0,滬菜,29,7,5
rest454,添記燒臘茶餐廳,,3.5,15.0,161.0,Shum Shui Po,50.0,港式,3,7,0
rest455,一粥麵,Super Super Congee & Noodle,3.0,41.0,210.0,Tseung Kwan O,50.0,港式,15,12,7
rest456,松記燒鵝飯店,Chung Kee Restaurant,3.5,12.0,710.0,Yuen long,51.0,粵菜,5,3,0
rest457,帝廊,Tiffany Lounge,3.0,10.0,125.0,Causeway Bay,51.0,西式,4,1,5
rest458,包販子,Baofanji,4.0,206.0,14883.0,Prince Edward,51.0,多國菜,145,39,5
rest459,金稻苑小廚,Gold Chef Kitchen,4.0,6.0,175.0,Tuen Mun,51.0,粵菜,3,0,0
rest460,麵屋豚豚拍子,Menya Tontonbyoushi,3.5,137.0,2291.0,Tsim Sha Tsui,51.0,日本菜,108,16,6
rest461,爭鮮外帶壽司,Sushi Take-Out,4.0,3.0,19.0,Yuen long,50.0,日本菜,0,0,0
rest462,朝小廚,Chill Kitchen,4.5,10.0,151.0,Tuen Mun,101.0,粵菜,5,1,0
rest463,土司工坊 (創紀之城五期(apm)),Toast Box (創紀之城五期(apm)),3.0,117.0,1344.0,Kwun Tong,51.0,新加坡菜,38,46,13
rest464,賞茶,A Nice Gift,4.0,27.0,450.0,Tsuen Wan,50.0,台灣菜,12,4,2
rest465,英皇戲院小食部,,,,11.0,Tsuen Wan,51.0,港式,1,0,0
rest466,寿司部,,4.0,13.0,169.0,Tai Kok Tsui,50.0,日本菜,12,0,1
rest467,Blue Goose,,4.0,7.0,106.0,Wan Chai,51.0,英國菜,5,2,0
rest468,阿信蒸包,,,,19.0,Tseung Kwan O,50.0,粵菜,0,1,0
rest469,手作功夫茶,Kung Fu Tea,,,6.0,Tuen Mun,50.0,台灣菜,0,0,0
rest470,食口福茶餐廳,Yummy,3.5,36.0,892.0,Yuen long,50.0,港式,23,8,3
rest471,Pause It,,4.0,311.0,19231.0,Mong Kok,51.0,西式,220,38,4
rest472,Bellevue Bar and Grill,,4.5,553.0,27020.0,Mong Kok,201.0,西式,479,32,5
rest473,金記冰室 (康怡廣場),Kam Kee Cafe (康怡廣場),4.0,145.0,1506.0,Taikoo ,51.0,港式,102,20,3
rest474,金沙餐廳,Sands Cafe,,,33.0,Shek Kip Mei,50.0,港式,1,1,0
rest475,海膽屋,Uniya,4.0,66.0,4059.0,Sheung Wan,50.0,日本菜,35,7,7
rest476,Crostini Bakery & Cafe,,,,1.0,Kowloon Bay,50.0,法國菜,0,0,0
rest477,茶水檔,,3.0,6.0,70.0,Yuen long,50.0,港式,2,1,2
rest478,本家味居酒屋,Taste of Home,4.0,12.0,136.0,Sham Tseng,201.0,日本菜,8,0,1
rest479,加藤屋,Katoya,4.0,50.0,1155.0,Tuen Mun,50.0,日本菜,28,7,4
rest480,東海堂,Arome Bakery,3.5,32.0,73.0,Aberdeen,50.0,西式,17,10,1
rest481,JOMO Kitchen & Health Hub,,4.0,155.0,9311.0,Tseung Kwan O,101.0,多國菜,96,33,8
rest482,金味小廚餐廳,,3.5,10.0,91.0,Fan Ling,50.0,港式,4,2,0
rest483,三和火鍋雞煲,,3.5,46.0,1677.0,Sheung Shui,101.0,粵菜,35,4,2
rest484,聖安娜餅屋,Saint Honore Cake Shop,3.5,22.0,122.0,Jordan,50.0,港式,9,5,1
rest485,Venchi,,3.5,12.0,173.0,Shatin,51.0,西式,4,3,2
rest486,東海堂,Arome Bakery,,,15.0,Wan Chai,50.0,西式,1,0,0
rest487,百份百餐廳 (天平商場),Cafe 100% (天平商場),3.5,31.0,391.0,Sheung Shui,50.0,港式,8,2,4
rest488,BANCHAN,,4.0,10.0,1151.0,Tsim Sha Tsui,50.0,韓國菜,6,1,0
rest489,Ma Maison 無肉廚房,,,,57.0,Tin Hau,401.0,多國菜,0,0,0
rest490,John Choy Cafe,,4.5,7.0,454.0,Kwai Chung,50.0,西式,3,1,0
rest491,港澳冠環球食脯專家有限公司,Kun Van Kau Food (H.M.) Limited,4.0,36.0,1384.0,Yuen long,50.0,港式,27,3,0
rest492,四點金飯店,Four Point Gold Restaurant,4.5,106.0,1563.0,Tseung Kwan O,101.0,潮州菜,89,7,2
rest493,一豚豬手專門店,,,,135.0,Tsuen Wan,50.0,港式,0,0,0
rest494,蛇王兄,,3.5,15.0,29.0,Sheung Shui,51.0,粵菜,6,1,0
rest495,滿粥順德粥底海鮮火鍋,Moon Juk,4.0,108.0,4651.0,San Po Kong,201.0,順德菜,74,11,9
rest496,鍋心粥底火鍋,The Cosmopolitan,4.0,66.0,5853.0,Jordan,101.0,粵菜,46,4,5
rest497,復興粥麵專家,,3.5,29.0,297.0,Kwai Chung,50.0,港式,13,7,1
rest498,三河屋,MIKAWAYA,3.5,485.0,10458.0,Hung Hom,51.0,日本菜,289,118,46
rest499,御勝牛,Okatsugyu,3.0,3.0,86.0,Cheung Sha Wan,51.0,日本菜,2,0,1
rest500,茶泰 (健威坊),Cha Thai (健威坊),3.5,6.0,510.0,North Point,51.0,泰國菜,2,0,1
rest501,歐來味松露食品公司,Aromas Truffle Food Co.,,,62.0,Central,101.0,西式,2,0,0
rest502,林美甜甜屋餅店,Lam Mei Bread & Cake,4.0,8.0,57.0,Kwai Chung,50.0,港式,7,0,0
rest503,大愉大肉食品有限公司,Full-Dishes Company Limited,,,17.0,Kwun Tong,51.0,多國菜,1,0,0
rest504,Grove Sandwiches,,3.5,29.0,423.0,Quarry Bay,50.0,西式,14,10,2
rest505,Virus Restaurant & Bar,,,,48.0,Wan Chai,101.0,多國菜,0,0,0
rest506,老友記小廚,,4.0,8.0,333.0,Tuen Mun,51.0,港式,4,0,1
rest507,Nowhere,,,,128.0,Kwun Tong,50.0,港式,0,0,0
rest508,新雅苑餐廳,Orchid Restaurant,3.0,14.0,35.0,To Kwa Wan,51.0,西式,4,2,5
rest509,蛇王海,,4.0,18.0,1224.0,Sai Wan,50.0,粵菜,12,1,1
rest510,泰亞萊泰式美食,,3.5,15.0,316.0,Hung Hom,50.0,泰國菜,2,5,2
rest511,Off Town Kitchen,,4.5,6.0,189.0,Sai Wan,101.0,西式,5,0,0
rest512,冠荃,Koon Tsuen,3.5,18.0,211.0,Tsuen Wan,50.0,港式,10,2,1
rest513,美心西餅,Maxim's Cake Shop,3.5,15.0,98.0,Jordan,50.0,港式,7,4,2
rest514,壽司郎,Sushiro,4.0,80.0,2431.0,Wong Tai Sin,101.0,日本菜,48,11,2
rest515,會所1號 空中花園,ClubONE Sky Garden,3.5,22.0,1479.0,Tsim Sha Tsui,101.0,粵菜,16,1,2
rest516,富城火鍋海鮮酒家,Treasure City Hot Pot Seafood Restaurant,3.0,13.0,216.0,Wong Tai Sin,50.0,粵菜,7,0,4
rest517,星聲廊,Zing Club,,,51.0,Jordan,101.0,西式,1,0,0
rest518,Capo Centrale,,,,218.0,Central,401.0,意大利菜,0,0,0
rest519,李光記海鮮,Lee Kwong Kee Seafood Restaurant,4.0,3.0,25.0,Lau Fau Shan,101.0,粵菜,3,0,0
rest520,O'taste,,3.5,19.0,982.0,Tsim Sha Tsui,50.0,韓國菜,11,3,1
rest521,洪館地道美食坊,,4.5,3.0,36.0,Tai Wai,51.0,港式,2,0,0
rest522,月貝廚房,Pearl and Shell,,,55.0,Shatin,50.0,港式,1,0,0
rest523,華仔屋,Little Wa House,4.5,4.0,57.0,To Kwa Wan,50.0,港式,3,0,0
rest524,加記 (卑路乍街),,3.5,48.0,943.0,Sai Wan,51.0,港式,24,9,8
