,name,name2,stars,review_count,bookmarks,district_en,price,cuisine,emoji_positive,emoji_neutral,emoji_negative
rest23213,道北工房,Japan 88,,,7.0,Wan Chai,201.0,日本菜,0,0,0
rest23214,茶果財,,4.0,87.0,1675.0,Tai O,50.0,港式,80,3,0
rest23215,小曼谷泰國美食 (南角道),Mini Bangkok Thai Food (南角道),4.0,78.0,2505.0,Kowloon City,101.0,泰國菜,55,14,4
rest23216,新苑酒家,New Garden Restaurant,,,89.0,Ma On Shan,101.0,粵菜,0,0,1
rest23217,Kcal,,3.5,121.0,769.0,Sham Tseng,201.0,西式,62,18,26
rest23218,阪神,Hanshin,,,28.0,Tin Shui Wai,50.0,日本菜,0,0,0
rest23219,616牛肉火鍋專門店 (皇后大道西),,4.5,140.0,12210.0,Sai Wan,101.0,港式,114,5,1
rest23220,八方雲集鍋貼水餃專門店,Bafang Dumpling,3.0,3.0,55.0,Tai Kok Tsui,50.0,台灣菜,0,2,1
rest23221,鄭洪記,,3.5,8.0,407.0,Yuen long,50.0,港式,6,0,1
rest23222,廟街香辣蟹,,2.5,47.0,425.0,Yau Ma Tei,101.0,港式,8,13,20
rest23223,金沙角大牌檔,Kam Sha Kok,3.0,87.0,677.0,Shatin,50.0,港式,48,17,14
rest23224,三和美食,,2.5,15.0,37.0,Kwun Tong,50.0,港式,3,7,4
rest23225,金寶燒腊飯店,Kam Po Roast Meat Restaurant,2.5,9.0,192.0,Shum Shui Po,50.0,港式,2,3,3
rest23226,雄記,Oscar Kitchen,4.5,18.0,1286.0,Yuen long,101.0,多國菜,17,1,0
rest23227,幸福BBQ,,,,27.0,To Kwa Wan,51.0,港式,0,0,0
rest23228,The Beer Shack,,,,14.0,Lamma Island,101.0,英國菜,0,0,0
rest23229,雲吞麵食店,,3.0,17.0,75.0,Tsuen Wan,50.0,港式,6,5,3
rest23230,新永興美食坊,,,,23.0,Jordan,50.0,港式,0,0,1
rest23231,鯉魚門紹香園合桃果子專門店,Walnut Shop,,,20.0,Tseung Kwan O,50.0,港式,0,0,0
rest23232,象月-泰式休閒餐廳,Da Moon-Thai Cafe & Restaurant,4.0,69.0,2001.0,Tai Po,101.0,泰國菜,48,12,3
rest23233,泰昌餅家,Tai Cheong Bakery,,,24.0,The Peak,50.0,港式,0,1,1
rest23234,常會面,Nice To Meet You,3.5,6.0,255.0,Shau Kei Wan,51.0,港式,3,2,0
rest23235,耀記滷水店,,,,152.0,Tsing Yi,101.0,潮州菜,1,0,0
rest23236,MX (TKO Gateway),,3.5,9.0,333.0,Tseung Kwan O,50.0,港式,3,1,2
rest23237,真味鮮廚,Tastefull Kitchen,3.5,92.0,1656.0,Tseung Kwan O,51.0,粵菜,38,20,10
rest23238,盈館,Ying Dining,4.5,170.0,3568.0,Mong Kok,101.0,粵菜,149,4,4
rest23239,志華美食,,,,12.0,Kwai Chung,50.0,港式,0,1,0
