,name,name2,stars,review_count,bookmarks,district_en,price,cuisine,add_en,emoji_positive,emoji_neutral,emoji_negative
rest18690,Hungry Korean,,,,39.0,Sai Kung,50.0,韓國菜,"1/F, Chia-Wei Woo Academic Concourse, The Hong Kong University of Science and Technology, Clear Water Bay, Sai Kung",0,0,0
rest18691,光記食店,,3.5,27.0,764.0,Sai Wan,51.0,港式,"G/F., 6B Water Street, Sai Ying Pun, Western District",16,7,0
rest18692,太平洋咖啡,Pacific Coffee,3.0,4.0,72.0,Kowloon Bay,50.0,美國菜,"1/F, HKU SPACE Kowloon East Campus, 28 Wang Hoi Road, Kowloon Bay",1,2,0
rest18693,山崎麵飽,Yamazaki Bakery,3.5,13.0,35.0,Aberdeen,50.0,日本菜,"G/F, 7 Wu Nam Street, Aberdeen",5,5,1
rest18694,肯德基家鄉雞 (KFC),Kentucky Fried Chicken,3.0,15.0,99.0,Cheung Sha Wan,50.0,美國菜,"Shop G04, G/F, Un Chau Shopping Centre, Un Chau Estate, 303 Un Chau Street, Cheung Sha Wan",1,3,3
rest18695,山崎麵飽,Yamazaki Bakery,,,22.0,Shatin,50.0,日本菜,"Shop STW9, Sha Tin Wai MTR Station, Sha Tin",1,0,0
rest18696,L'Atelier de Joël Robuchon,,4.5,240.0,19345.0,Central,801.0,法國菜,"Shop 401, 4/F, The Landmark, 15 Queen's Road Central, Central",181,31,7
rest18697,魚珈旨,UOGASHI SUSHI,4.0,15.0,1412.0,Sheung Wan,201.0,日本菜,"Shop A, G/F, 32 Tai Ping Shan Road, Sheung Wan",11,1,2
rest18698,Icookie,,4.0,6.0,116.0,Tsim Sha Tsui,51.0,港式,"Kiosk 4B, 4/F, No. 100 Nathan Road, The ONE, Tsim Sha Tsui, Tsim Sha Tsui",4,1,0
rest18699,斗來香,,3.5,32.0,408.0,Shau Kei Wan,50.0,港式,"306A, Shau Kei Wan Road, Shau Kei Wan",15,6,2
rest18700,樽櫍酒吧,A Rolha,,,158.0,Mei Foo,51.0,西式,"G/F, 17A Nassau Street, Mei Foo Sun Chuen, Mei Foo",0,0,0
rest18701,Classified (蓮花宮西街),,3.5,70.0,2245.0,Tai Hang,101.0,西式,"G/F, China Tower, 1-9 Lin Fa Kung Street West, Tai Hang",34,18,8
rest18702,雪糕之森,Ice Cream Gallery,,,178.0,Kwun Tong,50.0,法國菜,"Rm 611, 6/F ,Shing Yip Industry Centre,19 Shing Yip Street, Kwun Tong",0,0,0
rest18703,泰興食坊,,,,18.0,Fan Ling,50.0,港式,"Fresh Town (Wah Ming Market), G/F, Wah Ming Shopping Centre, Wah Ming Estate, 21 Wah Ming Road, Fanling",0,0,0
rest18704,麗晶麵包店,,,,5.0,Kowloon Bay,50.0,港式,"G/F, Block 21, Richland Gardens, 80 Wang Kwong Road, Kowloon Bay",1,0,0
rest18705,聖安娜餅屋,Saint Honore Cake Shop,3.5,26.0,25.0,Mei Foo,50.0,港式,"Shop 37, G/F, 5C1 Glee Path, Mei Foo Sun Chuen, Mei Foo",10,9,2
rest18706,易食便當,EC Bento,,,1.0,Kowloon Bay,51.0,多國菜,"G/F, Tower A, Hong Kong Children's Hospital, 1 Shing Cheong Road, Kowloon Bay",0,0,0
rest18707,韓米Miso,,4.5,14.0,46.0,Lam Tin,51.0,韓國菜,"Shop 1080, G/F, Kai Tin Market, 50 Kai Tin Road, Lam Tin",13,0,0
rest18708,新麻蒲 BBQ (大埔超級城),Shin Mapo BBQ (大埔超級城),4.0,79.0,1141.0,Tai Po,101.0,韓國菜,"Shop 287-295, 2/F, Zone B, Tai Po Mega Mall, 9 On Pong Road, Tai Po",56,7,5
rest18709,漢記泰國菜,,,,90.0,Shum Shui Po,51.0,泰國菜,"Basement, Hing Ga Building, 195 Tai Nan Street, Sham Shui Po",1,1,0
rest18710,All In Burger & Bar,,4.5,25.0,2485.0,Tai Hang,101.0,西式,"Shop B, G/F, Sun Chun Building, 4A-7 Sun Chun Street, Tai Hang",19,1,0
rest18711,東海粥店,,4.0,24.0,529.0,Jordan,50.0,港式,"G/F, 106 Shanghai Street, Jordan",11,6,0
rest18712,龍薈,Dragon Place,2.5,7.0,64.0,Tuen Mun,101.0,粵菜,"Shop L415, 4/F, Leung King Plaza, Leung King Estate, 31 Tin King Road, Tuen Mun",1,2,2
rest18713,石記私房菜,,,,187.0,Sai Kung,51.0,粵菜, ,1,1,0
rest18714,金莎堡麵飽西餅,,3.0,4.0,15.0,Kwai Fong,50.0,港式,"Shop 122, 1/F, Kwai Fong Plaza, Kwai Fong",1,2,1
rest18715,Bar De Luxe,,,,18.0,Central,101.0,西式,"7/F, Low Block, H Code, 45 Pottinger Street, Central",0,0,0
rest18716,大澳小食,,3.5,68.0,1305.0,Tai O,50.0,港式,"70 Kat Hing Street, Tai O",51,12,0
rest18717,小念頭,Little Idea,4.0,189.0,9393.0,Mong Kok,50.0,西式,"1/F, 75 Tung Choi Street, Mong Kok",139,20,1
rest18718,MADIRA,,4.0,14.0,503.0,Tseung Kwan O,101.0,印度菜,"ShopG 21, G/F, Papillions Square, 21 Tong Chun Street, Tseung Kwan O",8,3,0
rest18719,CoCo壹番屋 (希慎廣場),CoCo Ichibanya (希慎廣場),3.5,40.0,1087.0,Causeway Bay,51.0,日本菜,"Shop 1106, 11/F, Hysan Place, 500 Hennessy Road, Causeway Bay",12,16,0
rest18720,鳴津,,,,16.0,Diamond Hill,50.0,港式,"Shop CF5, Fung Tak Market, G/F, Fung Tak Shopping Centre, 111 Fung Tak Road, Diamond Hill",0,0,1
rest18721,Antoshimo Cafe & Bakery,,4.0,136.0,3638.0,San Po Kong,51.0,日本菜,"Shop G05B, G/F, Mikiki, 638 Prince Edward Road East, San Po Kong",97,26,2
rest18722,洪記士多,Hung Kei Store,4.0,57.0,935.0,Shek O,50.0,港式,"326 Shek O Village, Shek O",48,7,0
rest18723,正記,,4.0,27.0,321.0,Tai O,50.0,港式,"82 Kat Hing Street, Tai O, Tai O",16,7,1
rest18724,濱松町日本料理,Bin Song Ting Taiwanese and Japanese Cuisine,3.5,33.0,715.0,Jordan,201.0,日本菜,"G/F, 14 Man Yuen Street, Ferry Point, Jordan",17,9,4
rest18725,澄海滷鵝館,,,,25.0,Shum Shui Po,51.0,潮州菜,"G/F, 184 Tai Po Road, Sham Shui Po",0,0,0
rest18726,新志記海鮮飯店,Chi Kee Seafood Restaurant,3.5,112.0,3840.0,Prince Edward,101.0,粵菜,"G/F, 1 Play Field Road, Prince Edward",74,19,10
rest18727,簡品堂,Fresh Fresh,3.0,11.0,243.0,Tsuen Wan,50.0,日本菜,"Shop A02 ,1/F, Nan Fung Centre, 264 Castle Peak Road (Tsuen Wan), Tsuen Wan",1,5,1
rest18728,泰妃雞,,3.5,190.0,1906.0,Mong Kok,51.0,泰國菜, ,98,49,24
rest18729,太平洋咖啡,Pacific Coffee,3.5,6.0,52.0,Yuen long,50.0,美國菜,"Shop B, G/F , Block B, Town Centre, Fairview Park, Yuen Long",1,2,0
rest18730,壹燒鵝,A+GOOSE,4.0,16.0,280.0,Wan Chai,51.0,粵菜,"Shop 3, 1/F, Causeway Centre, 28 Harbour Road, Wan Chai",11,1,2
rest18731,香港永年車仔麵茶冰廳,Hong Kong Wing Nin,4.5,272.0,3894.0,Shatin,51.0,港式,"Shop 113, L1/F, New Town Plaza, 18 Sha Tin Centre Street, Sha Tin",231,15,9
rest18732,十二味,Twelve Flavors,4.0,164.0,2746.0,Tsuen Wan,101.0,川菜,"Shop 215, 2/F, NINA MALL 2, 98 Tai Ho Road, Tsuen Wan",130,12,5
rest18733,薄餅怪獸,Pizza Monster,4.0,16.0,472.0,Hung Hom,50.0,意大利菜,"Shop D, G/F, Hung Hom Gardens, 3 Tsing Chau Street, Hung Hom",12,1,0
rest18734,鮨燐,Sushi Rin,4.5,217.0,5206.0,Sheung Wan,801.0,日本菜,"Shop D, G/F, 126-128 Jervois Street, Sheung Wan",202,3,4
rest18735,iDarts Air.HK,,,,86.0,Tsim Sha Tsui,101.0,西式,"19/F, H8, 8 Hau Fook Street, Tsim Sha Tsui",0,0,0
rest18736,麥當勞,McDonald's,2.5,27.0,97.0,Sai Wan,50.0,美國菜,"Shop A-C, G/F & LG/F, Good View Court, 51-53 Bonham Road, Sai Ying Pun, Western District",6,5,11
rest18737,玖月鍋貼大王,,3.5,14.0,240.0,Fan Ling,50.0,滬菜,"G/F, 39 Wo Tai Street, Luen Wo Hui, Fanling",5,2,1
rest18738,UNO DUO TRIO - Lana's Italian Home-cooking,,,,63.0,Causeway Bay,201.0,意大利菜,"47 Paterson Street, Causeway Bay",0,0,0
rest18739,特餐‧番茄湯專門店,,3.5,7.0,215.0,Fan Ling,50.0,港式,"Shop 2, G/F, The Cornwall, 63 Luen Wo Road, Fanling",5,1,0
rest18740,海皇潮州粉麵,,,,4.0,Tuen Mun,50.0,潮州菜,"Shop C3, G/F, Cooked Food Stall, Butterfly Estate, 1 Wu Chui Road, Tuen Mun",0,0,0
rest18741,您的冰室,,2.5,7.0,72.0,Tuen Mun,50.0,港式,"Shop 33, G/F, Dorboa Building, 9 Tsing Chui Path, Tuen Mun",3,1,2
rest18742,唯豐潮州食品,,,,535.0,Kowloon City,50.0,潮州菜, ,2,1,0
rest18743,Beef & Liberty,,4.0,33.0,510.0,Chek Lap Kok,101.0,美國菜,"Shop 7E138, 7/F, Restricted Area - HKIA Terminal, Hong Kong International Airport, 1 Cheong Tat Road, Chek Lap Kok",24,4,0
rest18744,潮興牛雜粉麵專家,,3.0,6.0,86.0,Hung Hom,51.0,潮州菜,"G/F, 37 Man Tai Street, Hung Hom",2,1,1
rest18745,Va Bene,,3.0,15.0,134.0,Central,401.0,意大利菜,"G/F, 17-22 Lan Kwai Fong, Central",7,2,5
rest18746,OK便利店 Hot & In 美食吧,Circle K Hot & In Steam Station,,,2.0,Ma On Shan,50.0,港式,"Shop 2, 2/F, Double Cove Place Shopping Arcade, 8 Wu Kai Sha Road, Ma On Shan",0,1,0
rest18747,小鍋米線,,3.0,9.0,218.0,Tin Shui Wai,50.0,港式,"Shop 2009, 2/F, One Sky Mall, 8 Tin Sau Road, Tin Shui Wai",1,3,3
rest18748,百份百餐廳 (逸峰廣場),Cafe 100% (逸峰廣場),3.5,40.0,594.0,Fan Ling,50.0,港式,"Shop G06, G/F, Green Code Plaza, 1 Ma Sik Road, Fanling",8,12,2
rest18749,跑馬地馬場贊助商廂房,Happy Valley Racecourse Sponsers Box,3.5,3.0,41.0,Happy Valley,201.0,多國菜,"D505 Wong Nei Chung Road, Racecourse, Happy Valley",1,2,0
rest18750,Pattern,,4.0,68.0,2355.0,Tai Po,51.0,西式,"G/F, 13 Tai Wo Centre, 15 Tai Po Tai Wo Road, Tai Po",51,7,2
rest18751,威威粉麵餐廳,,3.0,30.0,69.0,Tsuen Wan,50.0,港式,"Shop 229, 1/F, Shek Wai Kok Estate Shopping Centre, Tsuen Wan",5,9,9
rest18752,德記潮州菜館,Tak Kee Chiu Chou Restaurant,3.5,256.0,12935.0,Sai Wan,101.0,潮州菜,"G/F, No 3 Belcher's Street, Shek Tong Tsui, Western District",157,46,17
rest18753,德興茶餐廳,,3.0,8.0,54.0,Ma On Shan,50.0,港式,"Shop S68, Sunshine City Market, G/F, MOSTown (Phase 4), 18 On Luk Street, Ma On Shan",0,4,1
rest18754,雪糕達人,,,,3.0,Tseung Kwan O,50.0,港式,"Shop T-PL10B, G/F, Po Lam Market, Po Lam Estate, 18 Po Lam Road North, Tseung Kwan O",0,0,0
rest18755,V28 Bakery,,4.0,3.0,32.0,Lam Tin,50.0,港式,"Shop G1-G1A, G/F, Tak Tin Plaza, 223 Pik Wan Road, Lam Tin",1,0,0
rest18756,兩三串串燒沙冰專門店,,4.5,7.0,351.0,Tsz Wan Shan,50.0,港式,"Shop 3A, G/F, Che Cheung Building, 16 Yuk Wah Cres, Tsz Wan Shan",5,1,0
rest18757,源興美食,Yuen Hing Restaurant,4.0,28.0,1460.0,Jordan,101.0,港式,"G/F, 63 Reclamation Street, Jordan",22,4,0
rest18758,必勝客,Pizza Hut,3.5,124.0,515.0,Diamond Hill,101.0,意大利菜,"Shop 321, Level 3, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",46,44,15
rest18759,翠河餐廳,Green River Restaurant,2.5,4.0,48.0,Kwun Tong,51.0,港式,"Shop CA01, 2/F, Shun Lee Commercial Complex, Shun Lee Estate, Kwun Tong",0,1,1
rest18760,隱啡,Hidden Coffee & Roaster,4.0,74.0,4127.0,Tuen Mun,50.0,西式,"Shop 6, G/F, Lucky Building, 106 Castle Peak Road (San Hui), Tuen Mun",47,2,2
rest18761,正宗山東餃子店,Shangdong Dumpling House,3.5,25.0,777.0,Fan Ling,50.0,鲁菜,"Shop B, G/F,  Yau Hing Building, 2-4 Luen Shing Street, Luen Wo Hui, Fanling",14,5,1
rest18762,牛風,Beef Trend,3.5,4.0,59.0,Tin Shui Wai,51.0,日本菜,"Shop 2008, 2/F, One Sky Mall, 8 Tin Sau Road, Tin Shui Wai",1,2,0
rest18763,Patisserie By Disciples Escoffier,,4.5,4.0,421.0,Causeway Bay,50.0,法國菜,"9/F, Lee Theatre, Percival Street, Causeway Bay",2,0,0
rest18764,隨您鍾意,Okonomi Japanese Food,2.5,40.0,222.0,Shau Kei Wan,51.0,日本菜,"G/F, 37 Shau Kei Wan Main Street East, Shau Kei Wan",9,8,11
rest18765,姬富亞洲,Caves Asia,,,1.0,Non Storefront,201.0,多國菜, ,0,0,0
rest18766,鳴門日式蛋包飯專門店,,4.0,6.0,482.0,Shek Kip Mei,50.0,日本菜,"Shop 42, Fook Tin Building, 38 Wai Chi Street, Shek Kip Mei",2,4,0
rest18767,住家飯堂,HomeFood,,,45.0,Tuen Mun,50.0,粵菜,"Shop 90, G/F, Lee Bo Shopping Center, 3 Tsing Ho Square, Tuen Mun",0,0,0
rest18768,南生圍士多,,2.5,11.0,28.0,Yuen long,50.0,港式,"Nam Sang Wai, Yuen Long",1,6,4
rest18769,檸檬樹,Lemon Tree,4.5,4.0,53.0,Hung Hom,50.0,港式,"G/F, 23 Man Yue Street, Hung Hom",3,0,1
rest18770,大班麵包西餅,Taipan Bread & Cakes,3.0,5.0,38.0,Tuen Mun,50.0,西式,"Shop D, G/F, Kam Lai Mansion, 3 Kai Man Path, Tuen Mun",1,3,0
rest18771,陳記潮州粉麵,,3.0,8.0,40.0,Tsuen Wan,50.0,潮州菜,"37 Tsuen Wan Market Street, Tsuen Wan",2,1,4
rest18772,Thai Pro,,,,12.0,Causeway Bay,50.0,泰國菜,"G/F, 41 Tang Lung Street, Causeway Bay",1,0,0
rest18773,亞發亞萊,ThaiAroiHK,,,109.0,North Point,51.0,泰國菜,"Shop C2, WOR THE FOOD, Shop B50-51, B/F, Worfu, 21-53 Wharf Road, North Point",1,0,0
rest18774,Häagen-Dazs,,3.5,20.0,52.0,Mong Kok,51.0,西式,"Shop 1A, 1/F, Grand Century Place, 193 Prince Edward Road West, Mong Kok, Hong Kong, Mong Kok",8,9,1
rest18775,Seoul Bros,,4.0,64.0,2677.0,Wan Chai,51.0,韓國菜,"Shop A, LG/F, 218 Wan Chai Road, Wan Chai",44,8,0
rest18776,MIC Kitchen,,4.0,63.0,3537.0,Kwun Tong,401.0,多國菜,"G/F, AIA Kowloon Tower, Landmark East, 100 How Ming Street, Kwun Tong, Kwun Tong",40,15,3
rest18777,麥記膳房,Mak's Kitchen,3.5,7.0,357.0,Tai Kok Tsui,51.0,粵菜,"G/F, 10-12 Li Tak Street, Tai Kok Tsui",2,1,1
rest18778,麥當勞,McDonald's,3.0,26.0,102.0,Tsim Sha Tsui,50.0,美國菜,"G/F, The Wave, 184 Nathan Road, Tsim Sha Tsui",7,10,6
rest18779,Espresso Alchemy,,4.5,185.0,3251.0,Tsuen Wan,51.0,西式,"Shop G02, G/F, Nina Mall 1, 8 Yueng Uk Road, Tsuen Wan",161,8,0
rest18780,三興燒臘王,,,,9.0,Yuen long,51.0,粵菜,"Shop 4, G/F, On Fook Building, 48 Tai Tong Road, Yuen Long",0,0,0
rest18781,藍記士多,Nam Kee Store,,,10.0,Shek O,50.0,港式, ,1,0,0
rest18782,升哥點心,,4.0,91.0,1051.0,Yuen long,51.0,粵菜,"Shop 52-59, G/F, Fortune Centre, 19 Fung Kam Street, Yuen Long",71,10,0
rest18783,Simplylife Landmark,,4.0,40.0,2121.0,Central,101.0,西式,"Shop B32, B1/F, The Landmark, 15 Queen's Road Central, Central",17,11,4
rest18784,Itamama (何文田廣場),,4.0,64.0,891.0,Ho Man Tin,51.0,港式,"Shop 101B, 1/F, Homantin Plaza, 80 Fat Kwong Street, Ho Man Tin",31,5,0
rest18785,星記海鮮飯店,Sing Kee Seafood Restaurant,4.0,49.0,5706.0,Central,201.0,港式,"2/F, Lyndhurst Tower, 1-7 Lyndhurst Terrace, Central",36,6,0
rest18786,Maze @ oyster Lounge,,,,323.0,Causeway Bay,101.0,西式,"27/F-28/F, L'Hart, 487-489 Lockhart Road, Causeway Bay",0,0,0
rest18787,八方緣私房菜,,,,27.0,Kwun Tong,201.0,粵菜,"1/F, Sing Win Factory Building, 15-17 Shing Yip Street, Kwun Tong",1,0,0
rest18788,鴻福堂,Hung Fook Tong,,,13.0,Kwun Tong,50.0,粵菜,"Shop 301B, 3/F, Sau Mau Ping Shopping Centre, Sau Mau Ping Estate, 101 Sau Ming Road, Kwun Tong",0,0,0
rest18789,柏景餐廳,Café on the PARK,3.5,693.0,25145.0,Tsim Sha Tsui,201.0,西式,"2/F, Hotel Wing, Royal Pacific Hotel, 33 Canton Road, Tsim Sha Tsui",401,136,69
rest18790,openground,,4.0,47.0,7887.0,Shum Shui Po,50.0,西式,"G/F, 198 Tai Nan Street, Sham Shui Po",27,10,0
rest18791,潮隆泰,Chiu Lung Tai,4.0,15.0,344.0,Wan Chai,50.0,潮州菜,"G/F, 243 Hennessy Road, Wan Chai",9,0,0
rest18792,官燕棧,Imperial Bird's Nest,,,8.0,Quarry Bay,50.0,港式,"Shop S6, 2/F, Kornhill Plaza North, 1-2 Kornhill Road, Quarry Bay",0,0,0
rest18793,品記麵食,Up To You,,,8.0,Fan Ling,50.0,港式,"Shop B, G/F, Po Cheong Building, 40 Wo Lung Street, Luen Wo Hui, Fanling",0,0,0
rest18794,犇之食堂,Pun’s Food,4.0,283.0,9717.0,Causeway Bay,101.0,台灣菜,"G/F,11 Pak Sha Road, Causeway Bay",189,49,6
rest18795,藤津日本料理,,2.5,11.0,98.0,Fan Ling,51.0,日本菜,"Shop 55, G/F, Flora Plaza, 88 Pak Wo Road, Fanling",1,3,4
rest18796,金田家,Kanada-ya,4.0,385.0,10503.0,Causeway Bay,51.0,日本菜,"G/F, 34 Tang Lung Street, Causeway Bay",258,89,15
rest18797,神石燒牛扒水產專門店 (新達廣場),Jinseki Steak and Seafood (新達廣場),3.0,7.0,498.0,Tai Po,101.0,日本菜,"Shop 36-37, 1/F, Uptown Plaza, 9 Nam Wan Road, Tai Po",2,1,3
rest18798,雲渝軒餐廳小廚,Wan Yu Him Restaurant,3.5,8.0,36.0,Yuen long,51.0,滇菜,"Shop J, G/F, Tung Fat Building, 9 Ping Wui Street, Yuen Long",1,3,0
rest18799,聰嫂‧原素,Veggie Express,3.5,90.0,3439.0,North Point,51.0,港式,"Shop 03, G/F, Everwin Building, 406-408 King's Road, North Point",36,19,4
rest18800,發記美食中心,Fat Kee Food Shop,3.5,5.0,22.0,Choi Hung,50.0,港式,"Stall 2&3, 2/F., Cooked Food Centre, Ngau Chi Wan, Choi Hung",3,1,0
rest18801,薩莉亞意式餐廳 (雅都商場),Saizeriya Italian Restaurant (雅都商場),3.5,105.0,1574.0,Tuen Mun,51.0,意大利菜,"Shop S8-10, 24-29, 1/F, Eldo Court Shopping Arcade, 112-140 Tuen Mun Heung Sze Wui Road, Tuen Mun",60,22,4
rest18802,回味廚房,,,,31.0,Tuen Mun,101.0,粵菜,"Shop 10, G/F, Kin Wing Cooked Food Market, 32 Kin Wing Street, Tuen Mun",1,0,0
rest18803,Quench K Town,,,,100.0,Sai Wan,51.0,多國菜,"G/F., 1H Sands Street, Kennedy Town, Western District",1,0,0
rest18804,La Maison du Chocolat,,4.5,24.0,169.0,Tsim Sha Tsui,51.0,法國菜,"Shop 2040A, 2/F, Elements, 1 Austin Road West, Tsim Sha Tsui",24,0,0
rest18805,天仁茗茶,TenRen's Tea,3.5,20.0,300.0,Mong Kok,50.0,台灣菜,"Shop A, G/F, Mong Kok Building, 546 Nathan Road, Mong Kok",7,4,2
rest18806,鴻福堂,Hung Fook Tong,,,28.0,Shatin,50.0,粵菜,"Shop 2, R/F, Citylink Plaza, 1 Sha Tin Station Circuit, Sha Tin",0,0,0
rest18807,稻成小館,Dab-pa Peking & Szechuan Bistro,3.5,165.0,5023.0,Tuen Mun,101.0,川菜,"Shop 2162, 2/F, Phase 1, Tuen Mun Town Plaza, 3 Tuen Lung Street, Tuen Mun",91,25,14
rest18808,新翠華茶餐廳,,2.0,14.0,86.0,Tai Wai,50.0,港式, ,2,1,4
rest18809,唐記包點,Tong Kee Bao Dim,4.0,14.0,60.0,Tuen Mun,50.0,港式,"Shop S117, G/F, H.A.N.D.S, 2A Tuen Mun Heung Sze Wui Road, Tuen Mun",11,1,0
rest18810,居食屋「和民」 (皇室堡),Watami Japanese Casual Restaurant (皇室堡),3.5,155.0,5497.0,Causeway Bay,101.0,日本菜,"Shop 401, 4/F, Windsor House, 311 Gloucester Road, Causeway Bay",98,29,13
rest18811,旺記冰室,Mon Kee Cafe,4.0,211.0,4185.0,Quarry Bay,51.0,港式,"Shop A, G/F, Wai Fong Court, 955-957 King's Road, Quarry Bay",126,38,9
rest18812,CEO Neway,,3.0,59.0,625.0,Kowloon Bay,101.0,港式,"17/F, MegaBox, 38 Wang Chiu Road, Kowloon Bay",20,22,9
rest18813,薯仔屋,Small Potato,4.0,232.0,3676.0,Causeway Bay,101.0,西式,"4/F, 4 Sun Wui Road, Causeway Bay",204,8,9
rest18814,警薈軒,House of Chivalry,3.5,10.0,162.0,Mong Kok,101.0,多國菜,"2/F, New Annex Block, Police Sports and Recreation Club, 430 Sai Yeung Choi Street South, Mong Kok",5,3,0
rest18815,碼頭故事,The Story of Wharf,4.5,211.0,9807.0,Tsim Sha Tsui,101.0,川菜,"Shop 101, 1/F, Multifield Plaza, 3 Prat Avenue, Tsim Sha Tsui",175,8,5
rest18816,健康工房,HealthWorks,,,23.0,Ma On Shan,50.0,港式,"Shop 218, 2/F, Ma On Shan Plaza, 608 Sai Sha Road, Ma On Shan",0,0,0
rest18817,The Patagonia 阿根廷扒房,The Patagonia Argentinian Steak House,4.5,36.0,2633.0,Sheung Wan,101.0,西式,"Room 103, 1/F, Cheung's Building, 1-3 Wing Lok Street, Sheung Wan",25,2,1
rest18818,日牛涮涮鍋專門店,Nichigyu Shabu Shabu & Sukiyaki Restaurant,3.5,78.0,6195.0,Mong Kok,101.0,日本菜,"Shop 06, 13/F., Langham Place Shopping Mall, 8 Argyle Street, Mong Kok",33,20,7
rest18819,星雀廳,,,,18.0,Tsuen Wan,51.0,港式,"2/F, Tsuen Pik Building, 108-114 Hoi Pa Street, Tsuen Wan",1,0,0
rest18820,樂咖啡室,Playground Cafe,4.0,10.0,504.0,Mong Kok,51.0,西式,"3/F, HKPA IPlus Development and Exchange Centre, 38 Nelson Street, Mong Kok",7,2,1
rest18821,榮記雲吞麵 (太安樓),,,,,Sai Wan Ho,50.0,港式,"Shop A9-1, G/F, Tai On Building, 57-87 Sau Kei Wan Road, Sai Wan Ho",0,0,0
rest18822,茶屋町,Chayamachi,4.0,244.0,7570.0,Shum Shui Po,51.0,日本菜,"217 Cheung Sha Wan Road, Sham Shui Po",187,20,12
rest18823,海雀會新烽火鍋小廚,Hoi Jan Club,4.0,3.0,94.0,Tsuen Wan,101.0,港式,"1/F, On Fu Building, 36 Lo Tak Court, Tsuen Wan",2,0,1
rest18824,采頤粥店,,3.0,8.0,80.0,San Po Kong,50.0,港式,"Shop106, Shopping Centre, Rhythm Garden, 242 Choi Hung Road, San Po Kong",2,5,0
rest18825,麵包秀,Bread Show,,,75.0,Tsuen Wan,50.0,台灣菜,"G/F, 278 Sha Tsui Road, Tsuen Wan",0,0,0
rest18826,名舫酒家,Famous Restaurant,3.0,13.0,95.0,Shatin,101.0,粵菜,"Shop 206-207, 2/F, Shui Chuen O Plaza, 1 Pok Chuen Street, Sha Tin",3,3,1
rest18827,包點先生,Bao Dim Sin Seng,,,19.0,Tai Po,50.0,港式,"Shop G015, G/F, Fu Shin Shopping Centre, Fu Shin Estate, 12 On Po Road, Tai Po",1,0,0
rest18828,榮華餅家,Wing Wah,,,19.0,Tin Shui Wai,50.0,港式,"Shop NG08, G/F, T Town North, 33 Tin Wah Road, Tin Shui Wai",0,0,0
rest18829,金寶小蜜蜂,,,,5.0,To Kwa Wan,50.0,港式,"Shop A, G/F, 2 Pang Ching Street, To Kwa Wan",0,0,0
rest18830,營業部,Ramen & Udon,3.5,17.0,249.0,Shum Shui Po,50.0,日本菜,"Shop 8F35, 8/F, Dragon Centre, 37 Yen Chow Street, Sham Shui Po",12,2,3
rest18831,謝謝儂 (V City),Xie Xie Nong (V City),4.0,57.0,755.0,Tuen Mun,51.0,港式,"Shop 10, 1/F, V City, 83 Tuen Mun Heung Sze Wui Road, Tuen Mun",38,9,2
rest18832,仁和堂龜苓膏專門店,,,,12.0,Fan Ling,50.0,粵菜,"Shop L314, 3/F, Cheung Wah Shopping Centre, Cheung Wah Estate, 38 San Wan Road, Fanling",0,1,0
rest18833,吉野家,Yoshinoya,3.5,117.0,700.0,Central,50.0,日本菜,"G/F, Grand Bldg, 15-18 Connaught Rd,, Central",62,36,9
rest18834,和牛88,Wagyu 88,4.0,115.0,9227.0,Causeway Bay,201.0,日本菜,"13/F, Circle Tower, 28 Tang Lung Street, Causeway Bay",93,11,4
rest18835,甜心鮮果園,Sweet Heart,3.5,125.0,2095.0,Yuen long,50.0,港式,"G/F, 138, Tse King House Stage 2, On Ling Road, Yuen Long",79,28,4
rest18836,美心西餅,Maxim's Cake Shop,3.5,10.0,14.0,Shatin,50.0,港式,"Shop G5, G/F, City One Sha Tin Shopping Centre, Sha Tin",4,4,2
rest18837,攪攪滑滑,,4.0,3.0,193.0,Shek Kip Mei,50.0,台灣菜,"Shop 13, G/F, Pak Tin Shopping Centre, Wai Chi Lane, Shek Kip Mei",1,0,0
rest18838,Mart point zero,,,,8.0,Tsuen Wan,50.0,港式,"Shop 114-115, 1/F, The Mills, 114-115 Pak Tin Par Street, Tsuen Wan",0,0,0
rest18839,星巴克咖啡,Starbucks Coffee,3.0,7.0,82.0,Central,50.0,美國菜,"Shop 3, Champion Tower, Three Garden Road, Central",3,3,1
rest18840,發輝餐廳小廚,,3.5,3.0,38.0,Sheung Shui,50.0,港式,"Shop B2, G/F, Shun Lee House, 4-10 San Fung Avenue, Sheung Shui",2,0,0
rest18841,牛涮鍋,Mou Mou Club,3.5,66.0,644.0,Tsuen Wan,201.0,日本菜,"Shop 217-220, 2/F, Tsuen Wan Plaza, 4-30 Tai Pa Street, Tsuen Wan",39,18,8
rest18842,老上海餛飩鋪,,,,70.0,Kwun Tong,50.0,滬菜,"G/F, 133 Hip Wo Street, Kwun Tong",1,0,0
rest18843,銀龍粉麵茶餐廳,Ngan Lung Restaurant,3.0,19.0,137.0,Tin Shui Wai,51.0,港式,"Shop L001, G/F, Tin Shing Shopping Centre, 3 Tin Ching Street, Tin Shui Wai",1,8,3
rest18844,文興酒家,Four Seasons Chinese Restaurant,4.0,4.0,451.0,Tai Po,51.0,粵菜,"Shop 2, G/F, 5 Tai Ming Lane, Tai Po",3,1,0
