,name,name2,stars,review_count,bookmarks,district_en,price,cuisine,add_en,emoji_positive,emoji_neutral,emoji_negative
rest18536,囍運冰室,Hee Wan Cafe,3.5,23.0,564.0,Mong Kok,51.0,港式,"G/F, 139 Tung Choi Street, Mong Kok",7,2,4
rest18537,名將桌球城,General Snooker Club,4.0,3.0,39.0,Kwun Tong,50.0,港式,"Block A, 15/F, Kwun Tong Plaza, 68 Hoi Yuen Road, Kwun Tong",3,0,0
rest18538,大棧,,,,2.0,Shatin,101.0,港式,"Shop 29A, 3/F, Shatin Centre, 2-16 Wang Pok Street, Sha Tin",0,0,0
rest18539,太平洋咖啡,Pacific Coffee,3.5,3.0,68.0,Tseung Kwan O,50.0,美國菜,"Shop 127A, L1/F, Park Central, 9 Tong Tak Street, Tseung Kwan O",0,3,0
rest18540,Wolf Den Cafe,,3.5,83.0,3103.0,Mei Foo,51.0,多國菜,"G/F, No.1A Broadway,  Mei Foo Sun Chuen, Mei Foo",33,25,8
rest18541,竹園餐廳,Chuk Yuen Restaurant,2.5,26.0,81.0,Wong Tai Sin,50.0,港式,"Shop S110, Chuk Yuen Shopping Centre, Wong Tai Sin",3,3,9
rest18542,華御結,Hana-Musubi,,,30.0,Mong Kok,50.0,日本菜,"Shop 37, B2/F, Langham Place, 8 Argyle Street, Mong Kok",0,0,0
rest18543,嘉美餐廳,,,,7.0,Hung Hom,50.0,港式,"G/F, 165 Bulkeley Street, Hung Hom",0,0,0
rest18544,賞茶,A Nice Gift,3.5,7.0,311.0,Tseung Kwan O,50.0,台灣菜,"Shop 137A, 1/F, Park Central, 9 Tong Tak Street, Tseung Kwan O",1,2,0
rest18545,羲和小館,XIHE BISTRO,3.5,46.0,658.0,Tung Chung,101.0,多國菜,"Shop 417, 4/F, Phase 2, Citygate Outlets, 20 Tat Tung Road, Tung Chung",16,8,10
rest18546,Balay Siesta,,,,16.0,North Point,50.0,菲律賓菜,"Shop 72-F, G/F, City Garden Arcade, 233 Electric Road, North Point",0,0,0
rest18547,CulinArt,,,,772.0,Wong Chuk Hang,401.0,西式,"Room B, 22/F,Kwai Bo Industrial Building, 40 Wong Chuk Hang Road, Wong Chuk Hang",1,0,0
rest18548,天台的一角,Roof corner,4.0,8.0,177.0,Tsim Sha Tsui,51.0,西式,"Flat 5, 7/F, Fuji House, 5 Humphreys Avenue, Tsim Sha Tsui",6,1,0
rest18549,DOSE,,4.0,70.0,5491.0,Central,201.0,西式,"G/F, 28 Peel Street, Central",53,6,1
rest18550,木船泰國粉麵專門店,,4.5,85.0,555.0,Tai Po,51.0,泰國菜,"G/F, Greenery Plaza Block A, 20 Tai Wo Road, Tai Po",83,0,0
rest18551,媽咪雞蛋仔,Mammy Pancake,4.0,79.0,633.0,Shum Shui Po,50.0,港式,"G/F, Sheung Fook Building, 92-98 Fuk Wing Street, Sham Shui Po",52,9,2
rest18552,皇廷酒家,King Palace Chinese Restaurant,3.0,14.0,561.0,Kowloon Bay,101.0,粵菜,"2/F, Exchange Tower, No 33 Wang Chiu Road, Kowloon Bay",4,5,4
rest18553,牛牛冰室,Cow Cow Cafe,4.0,21.0,369.0,Yau Ma Tei,50.0,港式,"Shop A, G/F, 8 Tung Fong Street, Yau Ma Tei",12,2,1
rest18554,太平洋咖啡,Pacific Coffee,3.5,8.0,72.0,Kowloon Bay,50.0,美國菜,"Shop 14, 3/F, E-Max, HITEC, 1 Trademart Drive, Kowloon Bay, Kowloon Bay",5,1,2
rest18555,學利,Hok Lee,4.0,8.0,443.0,Yuen long,50.0,港式,"Shop H&J, G/F, Tai Hang Building, 1-29 Tai Lee Street, Yuen Long",5,1,0
rest18556,榮仕廊美酒有限公司,Vins Gallery,,,5.0,Kwun Tong,101.0,西式,"Shop 5, 12/ F, Crown Industrial Building, 106 How Ming Street, Kwun Tong",0,0,0
rest18557,雙節棍粉麵餐廳,nunchaku restaurant,4.0,21.0,121.0,Shum Shui Po,51.0,港式,"Shop 5, G/F, Mei Kwai House, 33 Pak Tin Street, Shek Kip Mei Estate, Sham Shui Po",10,0,2
rest18558,鯉魚門紹香園合桃果子專門店,Walnut Shop,,,9.0,Ma On Shan,50.0,港式,"Citistore, 2/F, MOSTown Street (Phase 2), 18 On Luk Street, Ma On Shan",0,0,0
rest18559,炙・宴 (新城市廣場),ABURI-EN (新城市廣場),4.0,92.0,1401.0,Shatin,101.0,日本菜,"Shop A215, 2/F, Phase 3, New Town Plaza, 18 Sha Tin Centre Street, Sha Tin",69,12,2
rest18560,名館,Ming Bistro,4.0,531.0,22349.0,Causeway Bay,101.0,粵菜,"Shop 1401, 14/F, Hysan Place, 500 Hennessy Road, Causeway Bay",432,49,13
rest18561,天晴素食,,,,67.0,Yuen long,50.0,粵菜,"Shop 3C, G/F, Kam Wing Mansion, 66 Shui Che Kwun Street, Yuen Long",0,0,0
rest18562,拉麵來,Ramen Kureha,3.5,268.0,7517.0,Mong Kok,51.0,日本菜,"G/F, 23 Hak Po Street, Mong Kok",156,65,22
rest18563,Marco's Oyster Bar & Grill (荃新天地),,3.0,70.0,2220.0,Tsuen Wan,51.0,意大利菜,"Shop 01-03, UG/F, Citywalk 2, 18 Yeung Uk Road, Tsuen Wan",25,18,15
rest18564,Hollywood 49,,4.0,26.0,360.0,Central,201.0,法國菜,"2/F,  Hilltop Plaza, 49 Hollywood Road, Soho, Central",25,0,0
rest18565,六十年代,The Sixties Restaurant,3.0,31.0,164.0,Tung Chung,51.0,港式,"Shop 34, G/F, 8 Yat Tung Street, Tung Chung",7,7,6
rest18566,雪糕佬冰室,,3.5,10.0,453.0,Sai Kung,50.0,港式, ,7,2,0
rest18567,Soho Viet,Soho Viet,2.5,4.0,88.0,Central,101.0,越南菜,"LG/F, Shama Soho, 9-11 Staunton Street, Central",0,2,1
rest18568,New Punjab Club,,4.5,52.0,9176.0,Central,201.0,印度菜,"G/F, World Wide Commercial Building, 34 Wyndham Street, Central",44,3,1
rest18569,大吃大喝,Guzzle,4.5,6.0,1056.0,Yau Ma Tei,50.0,港式,"Shop A2-A3, G/F, Wing Tak Building (West), 9-11 Waterloo Road, Yau Ma Tei",5,1,0
rest18570,Subway,,4.0,6.0,124.0,Kowloon Bay,50.0,西式,"Shop B, G/F, Hong Kong International Trade & Exhibition Centre, 1 Trademart Drive, Kowloon Bay",2,1,0
rest18571,螢火蟲小食,,4.0,8.0,153.0,Tseung Kwan O,50.0,港式,"Shop A134, Well On Shopping Arcade, Tseung Kwan O",4,2,0
rest18572,美味小廚茶餐廳,May May Restaurant,3.0,12.0,78.0,Mei Foo,50.0,港式,"Shop C, G/F, 25 Broadway Street, Mei Foo Sun Chuen, Mei Foo",1,8,2
rest18573,Chicken Factory,,,,4.0,Lam Tin,50.0,多國菜,"Shop 72-75A&81-84, 1/F, Laguna Plaza, 88 Cha Kwo Ling Road, Lam Tin",0,0,0
rest18574,東海堂,Arome Bakery,,,29.0,Tuen Mun,50.0,西式,"Shop TUM52, MTR Tuen Mun Station, Tuen Mun",1,0,0
rest18575,鹿良便當,Shika Bento,3.5,11.0,344.0,Kowloon Bay,50.0,日本菜,"Unit 16, 2/F, Flourish Industrial Buliding, 33 Sheung Yee Road, Kowloon Bay",6,0,2
rest18576,和平燒味飯,SiuMeiFan by Heping,3.5,45.0,763.0,Wan Chai,50.0,粵菜,"G/F, 77 Queen's Road East, Wan Chai",24,7,1
rest18577,Gourmet Juices & Sandwiches,,,,54.0,Kwun Tong,50.0,西式,"Shop 17, 1/F, Manulife Financial Centre, 223-231 Wai Yip Street, Kwun Tong",2,0,0
rest18578,大都烤鴨,Empire City Roasted Duck,3.5,290.0,19511.0,Tsim Sha Tsui,101.0,滬菜,"Shop 221, Level 2, K11 Art Mall, 18 Hanoi Road, Tsim Sha Tsui",152,79,25
rest18579,一豆花,,3.5,12.0,267.0,Shum Shui Po,50.0,港式,"G/F, 103 Kweilin Street, Sham Shui Po",9,2,0
rest18580,銀杏時光,GingKo Moment,4.0,28.0,1081.0,Cheung Sha Wan,101.0,西式,"G/F, 441 Castle Peak Rd, Cheung Sha Wan",19,1,3
rest18581,洪華小食,,,,6.0,San Po Kong,50.0,港式,"Shop F, G/F, Wealth Court, 98 Tseuk Luk Street, San Po Kong",0,0,0
rest18582,寶記車仔麵,Po Kee Noodle,,,29.0,Kwun Tong,50.0,港式,"Shop 54, 1/F, Tsun Yip Cooked Food Market, 67 Tsun Yip Street, Kwun Tong",0,0,0
rest18583,真意小食,,3.5,7.0,81.0,Tin Shui Wai,50.0,港式,"Shop D1, 1/F, Harajuku Area, Kingswood Richly Plaza, 1 Tin Wu Road, Tin Shui Wai",2,1,0
rest18584,譚仔三哥米線,TamJai SamGor,3.5,25.0,583.0,Mei Foo,50.0,滇菜,"Shop N84B&N85, 1/F, Mount Sterling Mall, Mei Foo Sun Chuen Stage 7, Mei Foo",8,5,2
rest18585,超記美食,,,,16.0,Tsim Sha Tsui,50.0,港式,"Shop C, G/F, Dolford Mansion, 1-3 Chatham Court, Tsim Sha Tsui",0,0,0
rest18586,La Rosabelle Bar & Grill,,4.0,28.0,413.0,Ma Wan,101.0,地中海菜,"Shop 6, 1/F, Beach Commercial Complex, Park Island, Ma Wan",24,2,2
rest18587,麥當勞,McDonald's,3.0,31.0,100.0,Shatin,50.0,美國菜,"Shop 8 & 20, 3/F, Hilton Centre, 3-9 Sha Tin Centre Street, Sha Tin",8,12,5
rest18588,凱施餅店,Hoixe Cake Shop,3.5,5.0,33.0,Mei Foo,50.0,港式,"Shop 72, G/F, Mei Foo Sun Chuen Stage 3, Mei Foo",4,0,0
rest18589,博多拉麵別天神,Betsutenjin,4.0,230.0,1638.0,Tsim Sha Tsui,51.0,日本菜,"LG1/F, The ONE, 100 Nathan Road, Tsim Sha Tsui",211,11,0
rest18590,甘地印度餐廳,Handi Indian Restaurant,3.5,31.0,887.0,Tung Chung,101.0,印度菜,"G/F, 8 Ha Ling Pei Tsuen, Tung Chung",22,5,3
rest18591,韻味小廚,,3.5,13.0,352.0,Jordan,101.0,粵菜,"G/F, 159 Woosung Street, Jordan",5,0,0
rest18592,La Famille,,4.5,11.0,90.0,Quarry Bay,50.0,日本菜,"Shop Kisok A, 1/F, Oxford House, Taikoo Place, 979 King's Road, Quarry Bay",10,0,0
rest18593,利強記北角雞蛋仔,,3.0,381.0,5268.0,North Point,50.0,港式,"492 King's Road, North Point",184,103,49
rest18594,616牛肉火鍋專門店 (大同新邨),,,,1089.0,Tai Kok Tsui,101.0,港式,"Shop H1A&H1B, G/F, Tai Shing Building (block H), Cosmopolitan Estates, 70-86 Ivy Street, Tai Kok Tsui",1,1,0
rest18595,海雀會龍門冰室,Hoijanclub,,,66.0,Tsuen Wan,50.0,港式,"1/F, On Foo Building, 26-42 Lo Tak Court, Tsuen Wan",0,0,0
rest18596,Cruise,,4.0,85.0,7701.0,North Point,201.0,多國菜,"23/F, West Tower, Hyatt Centric Victoria Harbour Hong Kong, 1 North Point Estate Lane, North Point",66,8,4
rest18597,泰潮 (東薈城),Thai Chiu (東薈城),2.5,7.0,101.0,Tung Chung,51.0,泰國菜,"Shop 6, Food Opera, Shop 704, 7/F, Phase 2, Citygate Outlets, 20 Tat Tung Road, Tung Chung",1,2,0
rest18598,凱施餅店,Hoixe Cake Shop,,,21.0,Mong Kok,50.0,港式,"Shop 16, G/F, Hung Wai Building, 3-5 Fa Yuen Street, Mong Kok",1,0,0
rest18599,美滿會鵲局小菜,May Moon Association,,,105.0,Cheung Sha Wan,101.0,粵菜,"4/F-5/F, Wing Kee Commercial Building, 156-162 Castle Peak Road, Cheung Sha Wan",0,0,0
rest18600,たまご園,Tamago-EN,3.5,3.0,263.0,Tai Kok Tsui,101.0,日本菜,"Shop UG51, UG/F, Olympian City 2, 18 Hoi Ting Road, Tai Kok Tsui",1,0,1
rest18601,寶石餐廳,Diamond Restaurant,4.0,34.0,1064.0,Yuen long,101.0,西式,"Shop 7-9, G/F, Pearl House, 1-11 Yuen Long On Lok Road, Yuen Long",20,6,1
rest18602,金輝燒臘飯店,,,,11.0,Yuen long,50.0,粵菜, ,0,0,0
rest18603,Big Dill,,4.5,8.0,474.0,Sai Wan,101.0,美國菜,"G/F, 123-125 Third Street, Western District",6,1,0
rest18604,Take Mori Food,,4.0,4.0,253.0,Fo Tan,101.0,日本菜,"4/F, Leapont Industrial Building, 18-28 Wo Liu Hang Road, Fo Tan",3,0,0
rest18605,家家好中西美食,,4.5,5.0,149.0,Shum Shui Po,51.0,港式,"Shop 39A, G/F, Manor Centre, 213 Un Chau Street, Sham Shui Po",2,0,0
rest18606,南대門,Namdaemoon Korean B.B.Q. Restaurant,3.0,32.0,791.0,Tsim Sha Tsui,101.0,韓國菜,"Shop 2, G/F, Pacific Building, 65-67 Kimberley Road, Tsim Sha Tsui",5,10,11
rest18607,Off Town Kitchen,,4.5,24.0,4354.0,Sai Wan,201.0,法國菜,"G/F, 21 High Street, Sai Ying Pun, Western District",20,1,0
rest18608,URBAN Bake n Take,,,,122.0,Tai Kok Tsui,50.0,西式,"Market Place by Jasons, Shop G01 & 10, Olympian City 2, 18 Hoi Ting Road, Tai Kok Tsui",1,0,0
rest18609,百喜茶餐廳,,3.5,12.0,195.0,Ngau Tau Kok,50.0,港式,"Shop 13, G/F, Ka Wo Yuen, 15-19 Ngau Tau Kok Road, Ngau Tau Kok",6,0,2
rest18610,新大利粉麵茶餐廳,Sun Dai Lee Noodle Restaurant,3.5,16.0,184.0,Tai Wai,50.0,港式,"G/F, 74-76 Chik Fu St, Tai Wai,, Tai Wai",9,4,1
rest18611,健康工房,HealthWorks,3.0,4.0,28.0,Wong Tai Sin,50.0,港式,"Shop WTS 7-8, Wong Tai Sin MTR Station, Wong Tai Sin",1,3,0
rest18612,溫莎水療,Windsor Spa,,,7.0,North Point,101.0,多國菜,"2-3/F, Fortress Tower, 250 King's Road, North Point",0,0,0
rest18613,麥當勞,McDonald's,3.5,111.0,310.0,North Point,50.0,美國菜,"Shop 5A, G/F&B/F, Roca Centre, 460-470 King's Road, North Point",46,41,11
rest18614,永樂園,,,,7.0,Wan Chai,50.0,港式,"Shop 216, 2/F, Oriental 188 Shopping Centre, 188 Wan Chai Road, Wan Chai",0,0,0
rest18615,Lassana Coffee,,,,6.0,Hung Hom,50.0,西式,"W Kiosk, Podium, Block W, Polytechnic University, Hong Kong, Hung Hom",0,0,0
rest18616,冒菜麻辣燙,,3.0,9.0,75.0,Tin Shui Wai,50.0,川菜,"Shop 7, G/F, Tin Tsz Shopping Centre, 9 Tin Hei Street, Tin Shui Wai",2,2,3
rest18617,鴻福堂,Hung Fook Tong,,,10.0,Hung Hom,50.0,粵菜,"Shop G28B, G/F, Fashion World, Block 2, Whampoa Garden, Hung Hom",0,0,0
rest18618,雅苑餐廳,Ah Yuen Restaurant,3.5,14.0,261.0,Yuen long,51.0,港式,"Shop 2, G/F, Yuk Lung Mansion, 18 Fung Kam Street, Yuen Long",3,5,1
rest18619,奇華餅家,Kee Wah Bakery,,,22.0,Tai Kok Tsui,50.0,港式,"Shop 18-19, G/F, New Kowloon Plaza, 38 Tai Kok Tsui Road, Tai Kok Tsui",1,0,0
rest18620,辣媽酸菜魚麵,,3.5,42.0,1187.0,Yuen long,51.0,川菜,"Shop 9, G/F, On Fook Building, 48-72 Tao Tong Road, Yuen Long",11,9,5
rest18621,九記牛什粉麵,,3.5,77.0,4458.0,Wan Chai,50.0,港式,"Shop 8, Bowrington Road Cooked Food Centre, 1/F, Bowrington Road Market, 21 Bowrington Road, Wan Chai",50,14,2
rest18622,蛇王海,,3.5,32.0,437.0,Tai Po,50.0,粵菜,"G/F, Mei Fat Building, 41 Tai Wing Lane, Tai Po",22,3,0
rest18623,腸粉王,,,,14.0,Shatin,50.0,港式,"Shop S-SK57, Freshall, G/F, Sha Kok Commercial Centre, 5 Sha Kok Street, Sha Tin",0,0,0
rest18624,麗都餐廳,Li Do Restaurant,3.0,30.0,268.0,Jordan,50.0,港式,"G/F, 25-29 Parkes Street, Jordan",6,6,5
rest18625,巴士比,Busy Bee,5.0,5.0,119.0,Quarry Bay,50.0,港式,"Shop 1, G/F, Kai Wing Mansion, 4-6 Hoi Wan Street, Quarry Bay",4,0,0
rest18626,藍冰茶屋,Blue Ice Tea House,,,16.0,Shum Shui Po,50.0,台灣菜,"Shop B, G/F, 23 Yu Chau Street, Sham Shui Po",0,0,0
rest18627,伊斯坦堡特快 (駱克道),Istanbul Express Turkish Restaurant (駱克道),3.5,81.0,1657.0,Wan Chai,101.0,土耳其菜,"G/F, 66 Lockhard Road, Wan Chai",54,16,6
rest18628,E Delicious Cafe Restaurant,E Delicious Cafe Restaurant,4.0,7.0,277.0,Shum Shui Po,101.0,法國菜,"G/F, 185-187 Pei Ho Street, Sham Shui Po",6,0,1
rest18629,群記清湯腩,,3.5,330.0,8357.0,Tai Po,50.0,港式,"G/F, 26 Dai Ming Lane,Tai Po Market, Tai Po",189,48,50
rest18630,Hunger Strike,,4.5,6.0,213.0,Sai Wan,50.0,墨西哥菜,"Shop 8, G/F, Goodwill Garden, 75-85 Third Street, Sai Ying Pun, Western District",6,0,0
rest18631,石澳林明園燒烤場BBQ士多,,4.0,14.0,1098.0,Shek O,101.0,港式,"Shop 827, G/F, Car Park, Shek O Beach, Shek O",7,1,0
rest18632,海天堂,Hoi Tin Tong,,,35.0,Tuen Mun,50.0,粵菜,"Shop G061, G/F, Phase 1, Tuen Mun Town Plaza, 3 Tuen Lung Street, Tuen Mun",1,0,0
rest18633,Wagyu Lounge,,4.0,5.0,251.0,Happy Valley,101.0,西式,"G/F, 18 Blue Pool Road, Happy Valley",3,2,0
rest18634,料理農務,Sohofama,3.5,125.0,8836.0,Central,201.0,粵菜,"Shop G09-G14, G/F, Block A Staunton, PMQ, 35 Aberdeen Street, Central",73,24,16
rest18635,1仔便當,ONE’S CAFE,,,121.0,Kowloon Bay,50.0,港式,"Shop 2B, G/F, International Plaza, 20 Sheung Yuet Road, Kowloon Bay",1,0,0
rest18636,大川滬,Shanghai Yen,4.0,91.0,1556.0,To Kwa Wan,51.0,滬菜,"Shop B-J, G/F, Wui Chuen Building, 21-25 Pak Tai Street, To Kwa Wan",73,4,3
rest18637,新創興餐廳,,,,25.0,Cheung Chau,50.0,港式,"G/F., 46 San Hing Street, Cheung Chau",3,0,1
rest18638,亨通餃子店,,3.0,27.0,1629.0,Yau Ma Tei,50.0,東北菜,"G/F, 406-6 Hamilton Street, Yau Ma Tei",10,6,3
rest18639,Little Mario's Pizzeria (活@KCC ),,4.5,134.0,1547.0,Kwai Chung,101.0,意大利菜,"Shop G02, G/F,  Life@KCC,  72-76 Kwai Cheong Road, Kwai Chung",124,2,4
rest18640,蒲田壽司拉麵專門店,KABATA Japanese Restaurant,3.5,73.0,532.0,Wan Chai,101.0,日本菜,"3, Wood Road, Wan Chai",36,17,13
rest18641,日船章魚小丸子,Japan Boat,3.5,3.0,223.0,Mong Kok,50.0,日本菜,"Shop 3, G/F, Rejoice Court, 18-24 Fa Yuen Street, Mong Kok",1,2,0
rest18642,肥仔號,,3.0,24.0,397.0,Kowloon City,51.0,港式,"73 Hau Wong Street, Kowloon City",11,4,4
rest18643,Chapter 3 Steak Bar & Restaurant,,4.5,412.0,2401.0,Prince Edward,101.0,西式,"Shop J, G/F, 232-234 Fa Yuen Street, Prince Edward",389,7,8
rest18644,鴻福堂,Hung Fook Tong,3.5,25.0,190.0,Central,50.0,粵菜,"Shop HOK58, Hong Kong MTR Station, Central",15,7,1
rest18645,Itamama,,4.0,12.0,165.0,Tsuen Wan,51.0,港式,"Shop 82-83, UG/F, Citywalk 2, 18 Yeung Uk Road, Tsuen Wan",4,2,0
rest18646,順興盆菜,Shun Hing Poon Choi,,,10.0,Non Storefront,51.0,粵菜, ,0,0,0
rest18647,華岸酒吧扒房,The China Coast Bar + Grill,3.5,14.0,577.0,Chek Lap Kok,101.0,美國菜,"G/F, Regal Airport Hotel, 9 Cheong Tat Road, Chek Lap Kok",10,2,0
rest18648,牛記餐廳,,3.0,8.0,128.0,Tai Po,50.0,港式,"6 Fong Ma Po, Lam Tsuen, Tai Po",4,2,1
rest18649,和喜雲南米線,,3.5,21.0,354.0,Ngau Tau Kok,50.0,滇菜,"Shop 259, G/F, Hung Cheuk Lau, Garden Estate , Ngau Tau Kok",10,3,1
rest18650,棋哥燒鵝餐室,Ki’s Roasted Goose Restaurant,3.5,35.0,258.0,Shau Kei Wan,51.0,粵菜,"Shop 9, G/F, Hoi Fung Centre, 2 Po Man Street, Shau Kei Wan",21,4,3
rest18651,The Oak,,,,110.0,Mong Kok,201.0,西式,"Shop F, G/F, Lai Ming Building, 223 Tung Choi Street, Mong Kok",2,0,0
rest18652,新沙洞,Shinsa Dong,3.5,34.0,351.0,Heng Fa Chuen,51.0,韓國菜,"Shop G43B, G/F, Paradise Mall, 100 Shing Tai Road, Heng Fa Chuen",9,11,5
rest18653,太興,Tai Hing,3.5,56.0,580.0,Yuen long,51.0,港式,"Shop A231, 2/F, YOHO MALL II, 8 Long Yat Road, Yuen Long",22,16,5
rest18654,章魚燒大師,,4.0,30.0,402.0,Tuen Mun,50.0,日本菜,"Shop S67, 1/F, Go Go Mall, Eldo Court Shopping Arcade, 112-140 Tuen Mun Heung Sze Wui Road, Tuen Mun",19,5,0
rest18655,穆德廚房,Haq Restaurant,4.5,3.0,303.0,Kwai Chung,51.0,印度菜,"Shop 6A ,G/F, Min Yin Building, Ping Lai Path, 454 Castle Peak Road, Kwai Chung",3,0,0
rest18656,聯發燒鵝,,3.0,4.0,78.0,Yuen long,50.0,粵菜,"Shop 4, G/F, Foo Choi House, Fau Tsoi Street, Yuen Long",1,2,0
rest18657,八方雲集鍋貼水餃專門店 (杏花新城),Bafang Dumpling (杏花新城),3.5,9.0,281.0,Heng Fa Chuen,50.0,台灣菜,"Shop G39A, G/F, Paradise Mall, 100 Shing Tai Road, Heng Fa Chuen",0,3,0
rest18658,Green Common (屯門鄉事會路),,3.5,71.0,1369.0,Tuen Mun,101.0,多國菜,"Shop 7-11, G/F, Tin Sun Mansion, 88 Tuen Mun Heung Sze Wui Rpad, Tuen Mun",30,20,6
rest18659,泰好篤篤餐館,Thai Good Tuk Tuk,4.0,5.0,195.0,San Po Kong,51.0,泰國菜,"G/F, 33 Yin Hing Street, San Po Kong",4,0,1
rest18660,澳洲牛奶公司,Australia Dairy Company,3.5,2890.0,47447.0,Jordan,50.0,港式,"G/F, 47-49 Parkes Street, Jordan",1724,524,285
rest18661,李好純,Miss Lee,4.0,55.0,6450.0,Central,201.0,多國菜,"G/F, The Wellington, 198 Wellington Street, Central",49,3,1
rest18662,翡翠拉麵小籠包,Crystal Jade La Mian Xiao Long Bao,3.5,29.0,391.0,Ma On Shan,101.0,滬菜,"Shop 2244, 2/F, MOSTown (Phase 4), 18 On Luk Street, Ma On Shan",12,8,2
rest18663,牛元帥粉麵,Cow Marshal Restaurant,3.5,27.0,939.0,Kowloon City,50.0,潮州菜,"G/F, 49 Carpenter Road, Kowloon City",17,6,2
rest18664,小廚坊,,4.5,9.0,496.0,Tai Kok Tsui,50.0,港式,"Shop C, G/F, 22 Pok Man Street, Tai Kok Tsui",5,0,0
rest18665,誠發茶餐廳,,,,1.0,Tsing Yi,50.0,港式,"Shop B, G/F, 123 Chung Mei Tsuen, Sheung Ko Tan Street, Tsing Yi",0,0,0
rest18666,今佐日本料理,Imasa,4.0,138.0,3503.0,Tsim Sha Tsui,401.0,日本菜,"1/F, The Peninsula Hong Kong, 22 Salisbury Road, Tsim Sha Tsui",72,19,17
rest18667,富臨皇宮,Fulum Palace,3.0,68.0,1193.0,North Point,101.0,粵菜,"G/F, 438 King's Road, North Point",30,7,13
rest18668,布袋澳六嬸年糕,,,,105.0,Sai Kung,50.0,粵菜,"7B Po Toi O Chuen Road, Clear Water Bay, Sai Kung",0,1,1
rest18669,熊小館,Cafe MED,4.0,13.0,24.0,Tseung Kwan O,51.0,西式,"Shop 2086-2087, 2/F, Metro City Plaza Central, 8 Mau Yip Road, Tseung Kwan O",10,1,1
rest18670,滔滔甜品,Total Dessert,4.0,5.0,246.0,Yuen long,50.0,港式,"Shop E, G/F, Wing Fung Building, 40-48 Yau San Street, Yuen Long",2,0,0
rest18671,真味海鮮菜館,,3.0,27.0,238.0,Cheung Chau,51.0,粵菜,"G/F., 9C Pak She Praya Rd, Cheung Chau",9,3,7
rest18672,On The Hill Coffee Bar,,,,169.0,Kowloon Bay,50.0,西式,"G/F, 133 Wai Yip Street, Kowloon Bay",1,0,0
rest18673,麥當勞,McDonald's,3.5,50.0,169.0,Lai Chi Kok,50.0,美國菜,"Unit 286B-289,291,293 on 2/F & Unit 325-328 on 3/F, Cheung Sha Wan Plaza, 833 Cheung Sha Wan Road, Lai Chi Kok",12,17,6
rest18674,唐記包點,Tong Kee Bao Dim,4.5,21.0,38.0,Diamond Hill,50.0,港式,"Shop 202B, 2/F, Fung Tak Shopping Centre, Fung Tak Estate, Diamond Hill",19,2,0
rest18675,辦館 (KC100),Lof10 (KC100),4.0,80.0,889.0,Kwai Chung,51.0,西式,"Cafe 1, G/F,  KC100,100 Kwai Cheong Road, Kwai Chung",63,3,6
rest18676,The Leah,,4.0,47.0,7324.0,Causeway Bay,401.0,英國菜,"Shop 303-309&311, 3/F, Lee Garden Two, 28 Yun Ping Road, Causeway Bay",33,7,4
rest18677,Play Space,,,,27.0,Kowloon Bay,101.0,多國菜,"Shop 209, 2/F, Po Hong Centre, 2 Wang Tung Street, Kowloon Bay",0,0,0
rest18678,Yoku Moku,,,,35.0,Wan Chai,101.0,日本菜,"Shop G07, G/F, Lee Tung Avenue, 200 Queen’s Road East, Wan Chai",1,0,0
rest18679,宵魂,,,,7.0,Tsuen Wan,51.0,港式,"Shop B2, G/F, Wing On Building, 139 Tso Kung Square, Tsuen Wan",0,0,0
rest18680,Chill inn,,4.0,210.0,3635.0,Kowloon Bay,101.0,多國菜,"Shop 21-23, G/F, Hong Kong International Trade & Exhibition Centre, 1 Trademart Drive, Kowloon Bay",182,11,3
rest18681,鴻記潮州滷鵝快餐,,3.0,8.0,334.0,Wan Chai,51.0,潮州菜,"G/F, 224 Lockhart Road, Wan Chai",4,3,1
rest18682,大門食堂,Daimon Shokudo,3.5,96.0,1785.0,Kowloon Bay,51.0,日本菜,"Unit 412, Level4, Telford Plaza II , 33 Wai Yip Street, Kowloon Bay",31,34,11
rest18683,Quenches,,,,14.0,Tung Chung,50.0,港式,"Shop 8, Food Opera, Shop 704, 7/F, Phase 2, Citygate Outlets, 20 Tat Tung Road, Tung Chung",0,0,0
rest18684,世界の山ちゃん,Sekai no Yamachan Japan Restaurant,3.5,162.0,8895.0,Tsim Sha Tsui,101.0,日本菜,"Basement/F, Cameron Centre, 57-59 Cameron Road, Tsim Sha Tsui",69,56,18
rest18685,紅磡冰室,Hunghom Cafe,3.5,98.0,1912.0,Hung Hom,51.0,港式,"G/F, 25 Ming On Street, Hung Hom",50,15,7
rest18686,尾張屋,Owariya,3.5,57.0,1955.0,Hung Hom,51.0,日本菜,"G/F, 7 Ming On Street, Hung Hom",29,13,0
rest18687,韓樂 (小西灣廣場),Momoku (小西灣廣場),3.5,65.0,752.0,Chai Wan,51.0,韓國菜,"Shop 111, 1/F, Siu Sai Wan Plaza 10 Siu Sai Wan Road, Chai Wan",19,12,8
rest18688,辣蟹莊,Spicy Crab,3.5,27.0,544.0,Kwun Tong,101.0,粵菜,"4/F, South Asia Commercial Center, 64 Tsun Yip Street, Kwun Tong",9,5,2
rest18689,廟街牛雜,,3.5,102.0,3428.0,Yau Ma Tei,50.0,港式,"18 Arthur Street, Yau Ma Tei",60,19,4
